server_id,window_start,window_end,max_net_in,max_disk_io,alert
server_1,21:18:40,21:19:10,8114.55,7154.87,Network flood + Disk thrash suspected
server_1,21:18:50,21:19:20,11833.82,139.78,Possible DDoS
server_1,21:19:00,21:19:30,11833.82,155.83,Possible DDoS
server_1,21:19:10,21:19:40,17936.3,703.46,Possible DDoS
server_1,21:19:20,21:19:50,17936.3,703.46,Possible DDoS
server_1,21:19:30,21:20:00,19906.53,1756.23,Possible DDoS
server_1,21:19:40,21:20:10,19906.53,1756.23,Possible DDoS
server_1,21:19:50,21:20:20,19906.53,1756.23,Possible DDoS
server_1,21:20:00,21:20:30,1037.85,138.43,""
server_1,21:20:10,21:20:40,1750.81,899.35,""
server_1,21:20:20,21:20:50,1750.81,6490.47,Disk thrash suspected
server_1,21:20:30,21:21:00,1750.81,6490.47,Disk thrash suspected
server_1,21:20:40,21:21:10,1024.15,8391.97,Disk thrash suspected
server_1,21:20:50,21:21:20,730.52,8391.97,Disk thrash suspected
server_1,21:21:00,21:21:30,7723.47,8391.97,Network flood + Disk thrash suspected
server_1,21:21:10,21:21:40,7723.47,4030.61,Possible DDoS
server_1,21:21:20,21:21:50,7723.47,4030.61,Possible DDoS
server_1,21:21:30,21:22:00,1330.47,4030.61,""
server_1,21:21:40,21:22:10,1330.47,7939.74,Disk thrash suspected
server_1,21:21:50,21:22:20,578.33,7939.74,Disk thrash suspected
server_1,21:22:00,21:22:30,3167.54,7939.74,Network flood + Disk thrash suspected
server_1,21:22:10,21:22:40,3167.54,842.83,Possible DDoS
server_1,21:22:20,21:22:50,4385.29,3163.47,Possible DDoS
server_1,21:22:30,21:23:00,4385.29,3163.47,Possible DDoS
server_1,21:22:40,21:23:10,4385.29,3163.47,Possible DDoS
server_1,21:22:50,21:23:20,1165.53,1848.67,""
server_1,21:23:00,21:23:30,1165.53,1848.67,""
server_1,21:23:10,21:23:40,12231.51,5231.96,Network flood + Disk thrash suspected
server_1,21:23:20,21:23:50,12231.51,5231.96,Network flood + Disk thrash suspected
server_1,21:23:30,21:24:00,12231.51,8211.57,Network flood + Disk thrash suspected
server_1,21:23:40,21:24:10,1012.43,8211.57,Disk thrash suspected
server_1,21:23:50,21:24:20,1012.43,8211.57,Disk thrash suspected
server_1,21:24:00,21:24:30,15151.63,7925.57,Network flood + Disk thrash suspected
server_1,21:24:10,21:24:40,15151.63,182.69,Possible DDoS
server_1,21:24:20,21:24:50,15151.63,182.69,Possible DDoS
server_1,21:24:30,21:25:00,5890.15,192.88,Possible DDoS
server_1,21:24:40,21:25:10,5890.15,1256.54,Possible DDoS
server_1,21:24:50,21:25:20,4131.18,1256.54,Possible DDoS
server_1,21:25:00,21:25:30,4131.18,1256.54,Possible DDoS
server_1,21:25:10,21:25:40,15257.6,75.71,Possible DDoS
server_1,21:25:20,21:25:50,15257.6,92.07,Possible DDoS
server_1,21:25:30,21:26:00,15257.6,1749.93,Possible DDoS
server_1,21:25:40,21:26:10,2069.89,6324.93,Disk thrash suspected
server_1,21:25:50,21:26:20,2069.89,6324.93,Disk thrash suspected
server_1,21:26:00,21:26:30,4999.68,6324.93,Network flood + Disk thrash suspected
server_1,21:26:10,21:26:40,4999.68,5793.74,Network flood + Disk thrash suspected
server_1,21:26:20,21:26:50,4999.68,8133.43,Network flood + Disk thrash suspected
server_1,21:26:30,21:27:00,18837.69,8133.43,Network flood + Disk thrash suspected
server_1,21:26:40,21:27:10,18837.69,8133.43,Network flood + Disk thrash suspected
server_1,21:26:50,21:27:20,18837.69,1455.79,Possible DDoS
server_1,21:27:00,21:27:30,13582.93,137.04,Possible DDoS
server_1,21:27:10,21:27:40,13582.93,137.04,Possible DDoS
server_1,21:27:20,21:27:50,13582.93,1423.57,Possible DDoS
server_1,21:27:30,21:28:00,2748.24,1423.57,""
server_1,21:27:40,21:28:10,2748.24,1423.57,""
server_1,21:27:50,21:28:20,2667.81,864.54,""
server_1,21:28:00,21:28:30,943.26,3342.44,""
server_1,21:28:10,21:28:40,1016.15,3342.44,""
server_1,21:28:20,21:28:50,6203.47,3342.44,Possible DDoS
server_1,21:28:30,21:29:00,6203.47,5498.41,Network flood + Disk thrash suspected
server_1,21:28:40,21:29:10,6203.47,5498.41,Network flood + Disk thrash suspected
server_1,21:28:50,21:29:20,9834.41,5498.41,Network flood + Disk thrash suspected
server_1,21:29:00,21:29:30,9834.41,3983.45,Possible DDoS
server_1,21:29:10,21:29:40,9834.41,148.38,Possible DDoS
server_1,21:29:20,21:29:50,2718.4,5810.06,Disk thrash suspected
server_1,21:29:30,21:30:00,2718.4,8214.99,Disk thrash suspected
server_1,21:29:40,21:30:10,2718.4,8214.99,Disk thrash suspected
server_1,21:29:50,21:30:20,1428.8,8214.99,Disk thrash suspected
server_1,21:30:00,21:30:30,16952.49,5943.03,Network flood + Disk thrash suspected
server_1,21:30:10,21:30:40,16952.49,833.16,Possible DDoS
server_1,21:30:20,21:30:50,16952.49,137.5,Possible DDoS
server_1,21:30:30,21:31:00,890.55,137.5,""
server_1,21:30:40,21:31:10,890.55,4497.41,""
server_1,21:30:50,21:31:20,890.55,4497.41,""
server_1,21:31:00,21:31:30,2990.3,4497.41,""
server_1,21:31:10,21:31:40,2990.3,1771.17,""
server_1,21:31:20,21:31:50,2990.3,8291.63,Disk thrash suspected
server_1,21:31:30,21:32:00,939.08,8291.63,Disk thrash suspected
server_1,21:31:40,21:32:10,875.9,8866.87,Disk thrash suspected
server_1,21:31:50,21:32:20,14840.01,8866.87,Network flood + Disk thrash suspected
server_1,21:32:00,21:32:30,14840.01,8866.87,Network flood + Disk thrash suspected
server_1,21:32:10,21:32:40,14840.01,6806.7,Network flood + Disk thrash suspected
server_1,21:32:20,21:32:50,13543.73,6806.7,Network flood + Disk thrash suspected
server_1,21:32:30,21:33:00,13543.73,87.36,Possible DDoS
server_1,21:32:40,21:33:10,7760.03,95.5,Possible DDoS
server_1,21:32:50,21:33:20,7760.03,128.39,Possible DDoS
server_1,21:33:00,21:33:30,2967.52,1738.93,""
server_1,21:33:10,21:33:40,2967.52,8767.83,Disk thrash suspected
server_1,21:33:20,21:33:50,2967.52,8767.83,Disk thrash suspected
server_1,21:33:30,21:34:00,3127.19,8767.83,Network flood + Disk thrash suspected
server_1,21:33:40,21:34:10,16071.36,6222.73,Network flood + Disk thrash suspected
server_1,21:33:50,21:34:20,16071.36,6222.73,Network flood + Disk thrash suspected
server_1,21:34:00,21:34:30,16071.36,6222.73,Network flood + Disk thrash suspected
server_1,21:34:10,21:34:40,19432.49,94.64,Possible DDoS
server_1,21:34:20,21:34:50,19432.49,118.19,Possible DDoS
server_1,21:34:30,21:35:00,19432.49,525.39,Possible DDoS
server_1,21:34:40,21:35:10,2143.53,525.39,""
server_1,21:34:50,21:35:20,18558.12,525.39,Possible DDoS
server_1,21:35:00,21:35:30,18558.12,78.65,Possible DDoS
server_1,21:35:10,21:35:40,18558.12,132.52,Possible DDoS
server_1,21:35:20,21:35:50,918.12,173.38,""
server_1,21:35:30,21:36:00,918.12,6726.43,Disk thrash suspected
server_1,21:35:40,21:36:10,16330.14,6726.43,Network flood + Disk thrash suspected
server_1,21:35:50,21:36:20,16330.14,9742.32,Network flood + Disk thrash suspected
server_1,21:36:00,21:36:30,16330.14,9742.32,Network flood + Disk thrash suspected
server_1,21:36:10,21:36:40,12075.09,9742.32,Network flood + Disk thrash suspected
server_1,21:36:20,21:36:50,18331.54,7675.74,Network flood + Disk thrash suspected
server_1,21:36:30,21:37:00,18331.54,7675.74,Network flood + Disk thrash suspected
server_1,21:36:40,21:37:10,18331.54,531.8,Possible DDoS
server_1,21:36:50,21:37:20,16901.0,77.47,Possible DDoS
server_1,21:37:00,21:37:30,2443.09,1177.33,""
server_1,21:37:10,21:37:40,2443.09,1177.33,""
server_1,21:37:20,21:37:50,2443.09,1177.33,""
server_1,21:37:30,21:38:00,764.79,102.74,""
server_1,21:37:40,21:38:10,629.6,9102.6,Disk thrash suspected
server_1,21:37:50,21:38:20,826.26,9102.6,Disk thrash suspected
server_1,21:38:00,21:38:30,3344.24,9102.6,Network flood + Disk thrash suspected
server_1,21:38:10,21:38:40,3344.24,717.27,Possible DDoS
server_1,21:38:20,21:38:50,3980.03,6193.47,Network flood + Disk thrash suspected
server_1,21:38:30,21:39:00,4686.71,6193.47,Network flood + Disk thrash suspected
server_1,21:38:40,21:39:10,4686.71,6193.47,Network flood + Disk thrash suspected
server_1,21:38:50,21:39:20,14233.42,940.78,Possible DDoS
server_1,21:39:00,21:39:30,14233.42,771.03,Possible DDoS
server_1,21:39:10,21:39:40,14233.42,771.03,Possible DDoS
server_1,21:39:20,21:39:50,566.13,9978.67,Disk thrash suspected
server_1,21:39:30,21:40:00,17829.71,9978.67,Network flood + Disk thrash suspected
server_1,21:39:40,21:40:10,17829.71,9978.67,Network flood + Disk thrash suspected
server_1,21:39:50,21:40:20,17829.71,9271.48,Network flood + Disk thrash suspected
server_1,21:40:00,21:40:30,7770.48,9271.48,Network flood + Disk thrash suspected
server_1,21:40:10,21:40:40,17178.82,6325.53,Network flood + Disk thrash suspected
server_1,21:40:20,21:40:50,17178.82,6325.53,Network flood + Disk thrash suspected
server_1,21:40:30,21:41:00,18735.2,1310.16,Possible DDoS
server_1,21:40:40,21:41:10,18735.2,1310.16,Possible DDoS
server_1,21:40:50,21:41:20,18735.2,3587.7,Possible DDoS
server_1,21:41:00,21:41:30,13288.58,3587.7,Possible DDoS
server_1,21:41:10,21:41:40,7277.37,3587.7,Possible DDoS
server_1,21:41:20,21:41:50,18280.35,149.84,Possible DDoS
server_1,21:41:30,21:42:00,18280.35,1541.48,Possible DDoS
server_1,21:41:40,21:42:10,18280.35,1566.45,Possible DDoS
server_1,21:41:50,21:42:20,15990.73,7461.89,Network flood + Disk thrash suspected
server_1,21:42:00,21:42:30,15990.73,7461.89,Network flood + Disk thrash suspected
server_1,21:42:10,21:42:40,15990.73,7461.89,Network flood + Disk thrash suspected
server_1,21:42:20,21:42:50,14278.7,1653.2,Possible DDoS
server_1,21:42:30,21:43:00,14278.7,1653.2,Possible DDoS
server_1,21:42:40,21:43:10,1856.48,1613.18,""
server_1,21:42:50,21:43:20,1856.48,9219.34,Disk thrash suspected
server_1,21:43:00,21:43:30,2025.3,9219.34,Disk thrash suspected
server_1,21:43:10,21:43:40,2025.3,9219.34,Disk thrash suspected
server_1,21:43:20,21:43:50,6588.03,1659.64,Possible DDoS
server_1,21:43:30,21:44:00,6588.03,1977.05,Possible DDoS
server_1,21:43:40,21:44:10,6588.03,1977.05,Possible DDoS
server_1,21:43:50,21:44:20,3177.59,1977.05,Possible DDoS
server_1,21:44:00,21:44:30,2797.53,1624.36,""
server_1,21:44:10,21:44:40,908.25,169.48,""
server_1,21:44:20,21:44:50,868.6,132.9,""
server_1,21:44:30,21:45:00,14287.16,131.12,Possible DDoS
server_1,21:44:40,21:45:10,14287.16,145.13,Possible DDoS
server_1,21:44:50,21:45:20,14287.16,145.13,Possible DDoS
server_1,21:45:00,21:45:30,14135.87,3422.25,Possible DDoS
server_1,21:45:10,21:45:40,14135.87,6935.82,Network flood + Disk thrash suspected
server_1,21:45:20,21:45:50,8575.13,6935.82,Network flood + Disk thrash suspected
server_1,21:45:30,21:46:00,994.92,6935.82,Disk thrash suspected
server_1,21:45:40,21:46:10,1938.09,1956.22,""
server_1,21:45:50,21:46:20,1938.09,1956.22,""
server_1,21:46:00,21:46:30,17273.33,1956.22,Possible DDoS
server_1,21:46:10,21:46:40,17273.33,1662.85,Possible DDoS
server_1,21:46:20,21:46:50,17273.33,1662.85,Possible DDoS
server_1,21:46:30,21:47:00,2437.35,7818.86,Disk thrash suspected
server_1,21:46:40,21:47:10,1020.12,7818.86,Disk thrash suspected
server_1,21:46:50,21:47:20,3256.79,7818.86,Network flood + Disk thrash suspected
server_1,21:47:00,21:47:30,6992.21,1112.95,Possible DDoS
server_1,21:47:10,21:47:40,6992.21,1215.35,Possible DDoS
server_1,21:47:20,21:47:50,6992.21,1246.17,Possible DDoS
server_1,21:47:30,21:48:00,2870.59,1246.17,""
server_1,21:47:40,21:48:10,15475.55,1329.37,Possible DDoS
server_1,21:47:50,21:48:20,15475.55,1329.37,Possible DDoS
server_1,21:48:00,21:48:30,15475.55,1381.13,Possible DDoS
server_1,21:48:10,21:48:40,3465.6,1381.13,Possible DDoS
server_1,21:48:20,21:48:50,3465.6,1381.13,Possible DDoS
server_1,21:48:30,21:49:00,1507.42,1441.76,""
server_1,21:48:40,21:49:10,1507.42,1441.76,""
server_1,21:48:50,21:49:20,1507.42,1441.76,""
server_1,21:49:00,21:49:30,883.8,123.62,""
server_1,21:49:10,21:49:40,4011.13,1535.13,Possible DDoS
server_1,21:49:20,21:49:50,4011.13,5969.17,Network flood + Disk thrash suspected
server_1,21:49:30,21:50:00,15463.84,5969.17,Network flood + Disk thrash suspected
server_1,21:49:40,21:50:10,15463.84,5969.17,Network flood + Disk thrash suspected
server_1,21:49:50,21:50:20,15463.84,5798.56,Network flood + Disk thrash suspected
server_1,21:50:00,21:50:30,684.02,5798.56,Disk thrash suspected
server_1,21:50:10,21:50:40,684.02,5798.56,Disk thrash suspected
server_1,21:50:20,21:50:50,832.12,4463.19,""
server_1,21:50:30,21:51:00,3750.37,4463.19,Possible DDoS
server_1,21:50:40,21:51:10,17921.89,847.39,Possible DDoS
server_1,21:50:50,21:51:20,17921.89,7404.24,Network flood + Disk thrash suspected
server_1,21:51:00,21:51:30,17921.89,7404.24,Network flood + Disk thrash suspected
server_1,21:51:10,21:51:40,2686.45,7404.24,Disk thrash suspected
server_1,21:51:20,21:51:50,2686.45,8793.95,Disk thrash suspected
server_1,21:51:30,21:52:00,977.02,8793.95,Disk thrash suspected
server_1,21:51:40,21:52:10,9778.86,8793.95,Network flood + Disk thrash suspected
server_1,21:51:50,21:52:20,9778.86,6337.22,Network flood + Disk thrash suspected
server_1,21:52:00,21:52:30,9778.86,1406.9,Possible DDoS
server_1,21:52:10,21:52:40,3901.75,1072.2,Possible DDoS
server_1,21:52:20,21:52:50,3901.75,1591.36,Possible DDoS
server_1,21:52:30,21:53:00,16464.58,1591.36,Possible DDoS
server_1,21:52:40,21:53:10,16464.58,8155.94,Network flood + Disk thrash suspected
server_1,21:52:50,21:53:20,16464.58,8155.94,Network flood + Disk thrash suspected
server_1,21:53:00,21:53:30,5448.58,8155.94,Network flood + Disk thrash suspected
server_1,21:53:10,21:53:40,5448.58,975.46,Possible DDoS
server_1,21:53:20,21:53:50,5448.58,1046.64,Possible DDoS
server_1,21:53:30,21:54:00,10633.19,1046.64,Possible DDoS
server_1,21:53:40,21:54:10,10633.19,1046.64,Possible DDoS
server_1,21:53:50,21:54:20,10633.19,98.22,Possible DDoS
server_1,21:54:00,21:54:30,907.11,108.37,""
server_1,21:54:10,21:54:40,907.11,108.37,""
server_1,21:54:20,21:54:50,907.11,108.37,""
server_1,21:54:30,21:55:00,917.47,178.14,""
server_1,21:54:40,21:55:10,1013.78,178.14,""
server_1,21:54:50,21:55:20,1013.78,178.14,""
server_1,21:55:00,21:55:30,18004.64,128.97,Possible DDoS
server_1,21:55:10,21:55:40,18004.64,1749.45,Possible DDoS
server_1,21:55:20,21:55:50,18004.64,1749.45,Possible DDoS
server_1,21:55:30,21:56:00,3488.73,1749.45,Possible DDoS
server_1,21:55:40,21:56:10,9398.62,97.78,Possible DDoS
server_1,21:55:50,21:56:20,10999.93,158.98,Possible DDoS
server_1,21:56:00,21:56:30,10999.93,158.98,Possible DDoS
server_1,21:56:10,21:56:40,10999.93,911.9,Possible DDoS
server_1,21:56:20,21:56:50,4380.91,911.9,Possible DDoS
server_1,21:56:30,21:57:00,4380.91,911.9,Possible DDoS
server_1,21:56:40,21:57:10,528.82,9964.12,Disk thrash suspected
server_1,21:56:50,21:57:20,2170.85,9964.12,Disk thrash suspected
server_1,21:57:00,21:57:30,18259.68,9964.12,Network flood + Disk thrash suspected
server_1,21:57:10,21:57:40,18259.68,1850.36,Possible DDoS
server_1,21:57:20,21:57:50,18259.68,1850.36,Possible DDoS
server_1,21:57:30,21:58:00,14976.59,7403.86,Network flood + Disk thrash suspected
server_1,21:57:40,21:58:10,14976.59,7403.86,Network flood + Disk thrash suspected
server_1,21:57:50,21:58:20,19937.9,7403.86,Network flood + Disk thrash suspected
server_1,21:58:00,21:58:30,19937.9,157.35,Possible DDoS
server_1,21:58:10,21:58:40,19937.9,157.35,Possible DDoS
server_1,21:58:20,21:58:50,1005.49,103.97,""
server_1,21:58:30,21:59:00,1005.49,103.17,""
server_1,21:58:40,21:59:10,19224.94,5020.9,Network flood + Disk thrash suspected
server_1,21:58:50,21:59:20,19224.94,5020.9,Network flood + Disk thrash suspected
server_1,21:59:00,21:59:30,19224.94,5020.9,Network flood + Disk thrash suspected
server_1,21:59:10,21:59:40,850.47,4706.03,""
server_1,21:59:20,21:59:50,14372.29,1005.91,Possible DDoS
server_1,21:59:30,22:00:00,14372.29,1005.91,Possible DDoS
