ts,server_id,net_in,net_out
20:53:40,server_16,469.97,437.99
20:53:40,server_20,139.59,103.73
20:53:40,server_10,47.2,44.14
20:53:40,server_8,15801.26,15432.41
20:53:40,server_1,263.53,271.87
20:53:40,server_2,622.06,827.91
20:53:40,server_3,454.37,234.48
20:53:40,server_9,3845.26,3603.49
20:53:40,server_5,207.26,114.62
20:53:40,server_6,868.23,709.77
20:53:40,server_7,644.25,615.09
20:53:40,server_4,189.41,198.71
20:53:45,server_13,1045.74,950.68
20:53:45,server_20,1812.27,1518.43
20:53:45,server_19,411.23,615.31
20:53:45,server_18,400.5,517.66
20:53:45,server_17,246.05,134.31
20:53:45,server_16,461.7,665.54
20:53:45,server_15,14925.22,16524.96
20:53:45,server_14,181.25,268.23
20:53:45,server_12,824.32,565.93
20:53:45,server_11,16532.43,13965.96
20:53:45,server_1,697.87,964.52
20:53:45,server_9,145.38,93.27
20:53:45,server_8,33.12,31.65
20:53:45,server_7,936.6,498.77
20:53:45,server_6,531.24,491.96
20:53:45,server_5,681.89,661.96
20:53:45,server_4,888.65,1243.23
20:53:45,server_3,4979.5,4877.45
20:53:45,server_2,12536.78,14632.9
20:53:45,server_10,450.1,493.8
20:53:50,server_13,16191.11,14104.88
20:53:50,server_14,6627.75,7774.17
20:53:50,server_15,17230.79,15852.63
20:53:50,server_16,93.9,47.34
20:53:50,server_12,8524.7,7439.03
20:53:50,server_18,50.92,72.0
20:53:50,server_19,575.6,604.78
20:53:50,server_20,844.12,989.65
20:53:50,server_17,494.33,627.33
20:53:50,server_11,888.66,880.88
20:53:50,server_1,961.55,499.64
20:53:50,server_9,673.34,557.48
20:53:50,server_8,222.01,226.86
20:53:50,server_7,953.65,1291.99
20:53:50,server_6,253.13,215.52
20:53:50,server_5,291.44,362.77
20:53:50,server_4,367.07,332.71
20:53:50,server_3,917.66,1146.74
20:53:50,server_2,128.66,66.57
20:53:50,server_10,818.01,893.26
20:53:55,server_13,6414.79,6187.66
20:53:55,server_14,5888.77,6753.56
20:53:55,server_15,186.47,222.1
20:53:55,server_16,629.68,937.21
20:53:55,server_20,3905.24,4346.43
20:53:55,server_18,1311.84,1137.46
20:53:55,server_19,2487.31,2109.23
20:53:55,server_12,0.0,0.0
20:53:55,server_17,1.75,2.09
20:53:55,server_11,802.59,833.98
20:53:55,server_5,204.81,244.81
20:53:55,server_9,106.62,148.77
20:53:55,server_2,847.97,740.83
20:53:55,server_3,918.32,462.4
20:53:55,server_4,11877.74,9621.02
20:53:55,server_1,263.64,284.59
20:53:55,server_6,919.61,852.88
20:53:55,server_7,57.73,34.54
20:53:55,server_8,525.04,425.85
20:53:55,server_10,65.29,88.0
20:54:00,server_12,4732.91,4968.69
20:54:00,server_19,79.79,94.06
20:54:00,server_18,406.71,606.89
20:54:00,server_17,10393.17,8956.36
20:54:00,server_16,2424.94,2814.14
20:54:00,server_15,929.05,624.92
20:54:00,server_14,597.45,804.52
20:54:00,server_13,825.8,1038.14
20:54:00,server_11,0.0,0.0
20:54:00,server_20,878.02,696.88
20:54:00,server_9,868.48,1225.27
20:54:00,server_1,449.75,372.28
20:54:00,server_2,177.34,122.83
20:54:00,server_3,898.81,633.28
20:54:00,server_4,363.14,499.01
20:54:00,server_10,196.45,176.13
20:54:00,server_6,897.17,571.79
20:54:00,server_7,18294.44,15190.81
20:54:00,server_8,16382.57,15698.63
20:54:00,server_5,525.2,654.06
20:54:05,server_11,579.22,835.43
20:54:05,server_19,269.01,330.01
20:54:05,server_18,438.82,547.25
20:54:05,server_17,933.09,1175.09
20:54:05,server_16,874.15,967.12
20:54:05,server_15,3202.12,3769.86
20:54:05,server_14,104.97,142.5
20:54:05,server_13,32.97,36.22
20:54:05,server_12,291.53,188.58
20:54:05,server_20,257.73,265.16
20:54:05,server_10,159.88,197.3
20:54:05,server_8,235.05,288.93
20:54:05,server_7,865.76,593.75
20:54:05,server_6,185.22,269.23
20:54:05,server_5,847.3,714.02
20:54:05,server_4,605.42,517.42
20:54:05,server_3,3500.64,4036.8
20:54:05,server_2,169.78,126.24
20:54:05,server_1,164.08,119.23
20:54:05,server_9,318.52,445.9
20:54:10,server_14,990.44,906.96
20:54:10,server_15,195.25,137.01
20:54:10,server_16,561.77,706.26
20:54:10,server_13,333.14,426.5
20:54:10,server_18,537.27,380.1
20:54:10,server_19,152.5,191.35
20:54:10,server_20,3652.87,3484.16
20:54:10,server_17,2812.17,3013.79
20:54:10,server_12,931.33,656.27
20:54:10,server_11,920.67,644.45
20:54:10,server_1,27.39,32.17
20:54:10,server_9,6347.06,6096.27
20:54:10,server_8,3937.82,4283.27
20:54:10,server_7,432.82,585.93
20:54:10,server_6,381.83,299.36
20:54:10,server_5,525.88,759.83
20:54:10,server_4,828.19,655.75
20:54:10,server_3,12829.7,14928.78
20:54:10,server_2,360.62,374.62
20:54:10,server_10,2997.31,2674.25
20:54:15,server_13,14140.66,11705.22
20:54:15,server_14,210.15,233.29
20:54:15,server_15,404.49,444.01
20:54:15,server_20,320.29,390.12
20:54:15,server_18,345.84,445.77
20:54:15,server_19,967.04,1375.65
20:54:15,server_12,568.24,558.18
20:54:15,server_16,369.32,431.63
20:54:15,server_11,751.25,1018.77
20:54:15,server_17,1052.62,531.3
20:54:15,server_9,524.17,579.37
20:54:15,server_10,654.7,561.39
20:54:15,server_2,442.36,317.39
20:54:15,server_3,623.56,407.83
20:54:15,server_4,333.9,364.78
20:54:15,server_1,425.01,625.11
20:54:15,server_6,521.78,772.75
20:54:15,server_7,277.41,306.63
20:54:15,server_8,18693.23,15485.96
20:54:15,server_5,2407.59,2717.58
20:54:20,server_20,476.87,555.55
20:54:20,server_12,348.02,363.18
20:54:20,server_19,250.83,198.14
20:54:20,server_18,196.77,107.82
20:54:20,server_17,5569.46,5470.62
20:54:20,server_16,280.53,338.68
20:54:20,server_15,204.25,226.79
20:54:20,server_14,4055.67,4421.18
20:54:20,server_13,1058.32,1064.27
20:54:20,server_11,18482.42,17994.6
20:54:20,server_7,291.34,419.02
20:54:20,server_9,724.99,956.18
20:54:20,server_8,59.34,77.57
20:54:20,server_6,385.46,562.76
20:54:20,server_5,287.59,194.29
20:54:20,server_4,164.39,94.23
20:54:20,server_3,289.43,415.55
20:54:20,server_2,197.15,215.02
20:54:20,server_1,1580.4,1304.92
20:54:20,server_10,4491.78,5193.24
20:54:25,server_15,24.58,35.77
20:54:25,server_13,336.64,292.24
20:54:25,server_14,606.19,881.41
20:54:25,server_16,450.64,382.53
20:54:25,server_12,42.22,38.28
20:54:25,server_18,3256.11,3114.08
20:54:25,server_19,4197.96,4799.93
20:54:25,server_20,933.62,584.17
20:54:25,server_17,5560.86,5109.54
20:54:25,server_11,9394.72,8769.05
20:54:25,server_1,3287.31,3036.14
20:54:25,server_9,434.59,550.43
20:54:25,server_2,96.2,143.64
20:54:25,server_3,8625.28,9480.7
20:54:25,server_4,18795.21,18000.96
20:54:25,server_10,468.14,649.86
20:54:25,server_6,539.87,786.9
20:54:25,server_7,134.59,189.19
20:54:25,server_8,73.58,104.8
20:54:25,server_5,457.18,493.87
20:54:30,server_13,868.11,779.3
20:54:30,server_20,204.95,127.59
20:54:30,server_19,44.45,53.89
20:54:30,server_18,907.19,732.37
20:54:30,server_17,4848.75,4719.99
20:54:30,server_16,581.17,384.6
20:54:30,server_15,88.17,128.07
20:54:30,server_14,2255.77,2531.92
20:54:30,server_12,300.52,386.38
20:54:30,server_11,78.66,116.9
20:54:30,server_1,484.07,412.62
20:54:30,server_9,190.5,120.03
20:54:30,server_8,17305.85,16227.4
20:54:30,server_7,6194.29,6210.75
20:54:30,server_6,902.41,1191.76
20:54:30,server_5,286.1,170.37
20:54:30,server_4,461.1,232.71
20:54:30,server_3,5389.05,6236.91
20:54:30,server_2,725.8,950.85
20:54:30,server_10,0.0,0.0
20:54:35,server_13,18.24,23.17
20:54:35,server_14,6110.79,5033.57
20:54:35,server_15,208.6,286.12
20:54:35,server_16,29.43,26.48
20:54:35,server_12,261.35,300.89
20:54:35,server_18,1002.91,1167.38
20:54:35,server_19,12972.63,15297.19
20:54:35,server_20,993.06,529.69
20:54:35,server_17,211.23,257.89
20:54:35,server_11,886.77,1309.06
20:54:35,server_1,2740.6,2951.33
20:54:35,server_9,72.48,89.12
20:54:35,server_8,100.42,64.95
20:54:35,server_7,899.95,847.42
20:54:35,server_6,357.2,522.08
20:54:35,server_5,425.44,567.98
20:54:35,server_4,182.37,198.48
20:54:35,server_3,844.07,880.84
20:54:35,server_2,848.64,1233.41
20:54:35,server_10,13164.07,14614.57
20:54:40,server_13,489.96,568.59
20:54:40,server_14,442.81,267.34
20:54:40,server_15,344.44,431.46
20:54:40,server_16,999.68,1036.82
20:54:40,server_20,433.37,332.8
20:54:40,server_18,11.75,11.22
20:54:40,server_19,1002.12,1063.0
20:54:40,server_12,431.12,549.62
20:54:40,server_17,17260.95,15454.34
20:54:40,server_11,310.06,174.46
20:54:40,server_1,418.07,390.58
20:54:40,server_9,566.84,394.17
20:54:40,server_2,162.0,231.29
20:54:40,server_3,1755.44,1491.51
20:54:40,server_4,752.01,1002.56
20:54:40,server_10,974.65,845.4
20:54:40,server_6,85.02,84.51
20:54:40,server_7,18137.85,17121.86
20:54:40,server_8,348.98,180.54
20:54:40,server_5,465.18,453.04
20:54:45,server_12,145.7,196.21
20:54:45,server_19,8658.36,8536.22
20:54:45,server_18,303.11,333.47
20:54:45,server_17,1058.74,1153.29
20:54:45,server_16,29.86,39.85
20:54:45,server_15,273.19,245.78
20:54:45,server_14,969.87,1000.31
20:54:45,server_13,7475.1,7388.39
20:54:45,server_20,2402.43,2162.25
20:54:45,server_11,974.73,966.18
20:54:45,server_9,849.97,872.23
20:54:45,server_8,430.67,283.15
20:54:45,server_7,2213.06,2176.8
20:54:45,server_6,274.41,382.08
20:54:45,server_5,126.17,142.79
20:54:45,server_4,94.43,138.79
20:54:45,server_3,266.4,291.62
20:54:45,server_2,4169.62,4694.78
20:54:45,server_1,1056.62,950.45
20:54:45,server_10,182.61,142.64
20:54:50,server_13,576.06,547.19
20:54:50,server_14,850.56,715.94
20:54:50,server_15,277.5,294.11
20:54:50,server_16,371.38,487.71
20:54:50,server_12,48.9,64.87
20:54:50,server_18,913.33,673.09
20:54:50,server_19,115.96,131.42
20:54:50,server_20,912.71,913.25
20:54:50,server_17,490.81,408.05
20:54:50,server_11,625.25,420.82
20:54:50,server_5,3071.11,2844.24
20:54:50,server_9,948.08,535.97
20:54:50,server_1,698.22,468.77
20:54:50,server_2,490.91,721.1
20:54:50,server_3,653.87,522.64
20:54:50,server_4,152.57,177.14
20:54:50,server_10,25.22,13.66
20:54:50,server_6,877.38,616.39
20:54:50,server_7,985.54,1158.28
20:54:50,server_8,323.67,276.83
20:54:55,server_20,4637.01,4266.03
20:54:55,server_19,1018.86,721.84
20:54:55,server_18,273.35,288.48
20:54:55,server_17,160.46,133.7
20:54:55,server_16,2977.97,2465.36
20:54:55,server_15,993.32,1476.91
20:54:55,server_13,664.61,819.17
20:54:55,server_12,18391.57,21017.38
20:54:55,server_11,79.82,95.41
20:54:55,server_14,108.04,63.92
20:54:55,server_9,879.59,758.38
20:54:55,server_10,964.92,1123.06
20:54:55,server_2,1238.33,1401.21
20:54:55,server_3,113.95,114.43
20:54:55,server_4,336.15,170.88
20:54:55,server_1,961.93,722.05
20:54:55,server_6,873.1,713.85
20:54:55,server_7,211.69,116.16
20:54:55,server_8,991.6,1440.62
20:54:55,server_5,569.87,343.27
20:55:00,server_12,300.73,232.6
20:55:00,server_20,443.94,334.9
20:55:00,server_19,618.24,846.9
20:55:00,server_18,12172.56,12576.93
20:55:00,server_17,793.92,745.04
20:55:00,server_16,367.39,500.25
20:55:00,server_15,751.17,1119.31
20:55:00,server_14,6086.56,6069.47
20:55:00,server_13,492.96,605.02
20:55:00,server_11,37.48,30.93
20:55:00,server_3,886.62,608.27
20:55:00,server_9,539.61,805.37
20:55:00,server_10,663.23,983.13
20:55:00,server_2,853.27,668.9
20:55:00,server_4,224.36,135.98
20:55:00,server_1,612.35,809.21
20:55:00,server_6,815.88,752.0
20:55:00,server_7,1039.4,794.94
20:55:00,server_8,186.16,213.81
20:55:00,server_5,541.83,363.8
20:55:05,server_12,124.9,130.99
20:55:05,server_20,460.34,232.79
20:55:05,server_19,246.12,189.23
20:55:05,server_18,9001.56,10673.39
20:55:05,server_17,136.43,160.71
20:55:05,server_16,286.59,169.17
20:55:05,server_15,585.2,693.82
20:55:05,server_13,982.95,874.61
20:55:05,server_11,272.55,236.85
20:55:05,server_14,156.72,109.65
20:55:05,server_9,405.18,252.93
20:55:05,server_2,909.87,1120.92
20:55:05,server_3,657.48,434.95
20:55:05,server_4,2576.36,2784.92
20:55:05,server_5,939.47,595.87
20:55:05,server_1,764.87,799.42
20:55:05,server_10,5331.95,5037.08
20:55:05,server_7,633.46,755.62
20:55:05,server_8,75.29,107.04
20:55:05,server_6,164.81,189.32
20:55:10,server_12,10740.72,12856.95
20:55:10,server_19,396.52,340.3
20:55:10,server_18,3244.23,3203.57
20:55:10,server_17,1012.32,647.03
20:55:10,server_16,312.73,352.11
20:55:10,server_15,670.6,422.84
20:55:10,server_14,1453.26,1327.08
20:55:10,server_13,523.98,685.03
20:55:10,server_11,860.02,678.54
20:55:10,server_20,413.31,613.05
20:55:10,server_9,581.46,722.84
20:55:10,server_1,558.0,728.36
20:55:10,server_2,13018.46,15046.15
20:55:10,server_3,4647.14,3920.14
20:55:10,server_4,521.86,579.45
20:55:10,server_10,982.46,889.07
20:55:10,server_6,334.5,407.86
20:55:10,server_7,968.68,544.26
20:55:10,server_8,164.38,184.88
20:55:10,server_5,319.05,376.24
20:55:15,server_11,10138.33,10301.63
20:55:15,server_19,594.11,809.97
20:55:15,server_18,69.4,70.33
20:55:15,server_17,861.85,738.92
20:55:15,server_16,223.26,240.65
20:55:15,server_15,892.85,1039.75
20:55:15,server_14,916.5,1284.5
20:55:15,server_13,356.35,444.97
20:55:15,server_12,908.67,685.48
20:55:15,server_20,953.07,505.6
20:55:15,server_10,328.55,294.52
20:55:15,server_8,670.1,654.83
20:55:15,server_7,2193.76,2181.75
20:55:15,server_6,342.66,308.75
20:55:15,server_5,653.99,584.91
20:55:15,server_4,750.48,1012.81
20:55:15,server_3,490.62,717.26
20:55:15,server_2,7659.18,6159.16
20:55:15,server_1,434.06,355.44
20:55:15,server_9,938.39,1066.74
20:55:20,server_13,257.99,344.78
20:55:20,server_14,813.79,1131.66
20:55:20,server_15,90.89,73.41
20:55:20,server_16,83.0,67.07
20:55:20,server_20,16657.14,15253.29
20:55:20,server_18,311.9,325.49
20:55:20,server_19,250.85,252.8
20:55:20,server_12,6107.71,4948.64
20:55:20,server_17,289.31,193.34
20:55:20,server_11,18412.49,18747.53
20:55:20,server_4,380.69,341.63
20:55:20,server_9,379.77,324.05
20:55:20,server_10,93.38,109.54
20:55:20,server_2,997.95,1254.17
20:55:20,server_3,449.59,565.88
20:55:20,server_1,32.96,38.16
20:55:20,server_6,873.82,830.04
20:55:20,server_7,1079.97,914.86
20:55:20,server_8,615.06,719.61
20:55:20,server_5,679.66,999.7
20:55:25,server_20,15.79,12.5
20:55:25,server_19,420.64,246.54
20:55:25,server_18,643.47,935.79
20:55:25,server_17,1.61,0.81
20:55:25,server_16,99.58,50.31
20:55:25,server_15,578.86,560.71
20:55:25,server_14,2233.23,2602.97
20:55:25,server_12,14761.56,17043.13
20:55:25,server_11,159.97,84.31
20:55:25,server_13,905.78,1103.6
20:55:25,server_9,923.34,725.61
20:55:25,server_10,499.13,394.4
20:55:25,server_2,983.09,1428.72
20:55:25,server_3,383.42,448.32
20:55:25,server_4,13656.69,15907.88
20:55:25,server_1,3242.6,3629.66
20:55:25,server_6,9613.78,9288.34
20:55:25,server_7,4546.79,4260.16
20:55:25,server_8,4160.22,4639.86
20:55:25,server_5,181.96,152.52
20:55:30,server_12,14727.98,17535.13
20:55:30,server_20,382.71,329.28
20:55:30,server_19,385.39,471.01
20:55:30,server_18,580.27,716.83
20:55:30,server_17,270.0,175.04
20:55:30,server_16,946.65,1060.8
20:55:30,server_15,842.85,751.56
20:55:30,server_14,464.04,391.42
20:55:30,server_13,611.36,837.76
20:55:30,server_11,1015.92,936.61
20:55:30,server_3,632.13,813.46
20:55:30,server_9,376.09,347.79
20:55:30,server_8,366.56,194.46
20:55:30,server_7,449.21,347.98
20:55:30,server_6,979.38,518.13
20:55:30,server_5,70.82,67.29
20:55:30,server_4,130.08,92.18
20:55:30,server_2,0.0,0.0
20:55:30,server_1,38.1,30.8
20:55:30,server_10,16834.26,14254.8
20:55:35,server_15,9369.76,8727.1
20:55:35,server_14,1010.79,1314.43
20:55:35,server_16,5279.65,5209.24
20:55:35,server_17,52.98,43.74
20:55:35,server_3,957.62,1406.34
20:55:35,server_19,3944.2,3676.06
20:55:35,server_13,520.34,494.48
20:55:35,server_20,662.13,876.82
20:55:35,server_18,1671.54,1703.3
20:55:35,server_12,211.11,294.32
20:55:35,server_1,455.85,494.27
20:55:35,server_10,13047.19,13245.1
20:55:35,server_2,988.86,1373.5
20:55:35,server_4,749.91,1095.22
20:55:35,server_5,1005.69,1245.64
20:55:35,server_11,15626.89,12560.58
20:55:35,server_7,896.05,457.51
20:55:35,server_8,895.71,858.34
20:55:35,server_9,406.65,494.09
20:55:35,server_6,698.54,633.69
20:55:40,server_12,517.56,734.65
20:55:40,server_19,531.72,640.94
20:55:40,server_18,1471.76,1219.48
20:55:40,server_17,4226.81,4603.69
20:55:40,server_16,899.89,899.07
20:55:40,server_15,191.91,99.03
20:55:40,server_14,188.18,248.31
20:55:40,server_13,11894.52,13262.85
20:55:40,server_20,4268.11,4754.76
20:55:40,server_11,975.49,1095.13
20:55:40,server_9,141.71,168.3
20:55:40,server_8,19.92,18.01
20:55:40,server_7,334.72,461.76
20:55:40,server_6,18471.4,16160.38
20:55:40,server_5,841.68,867.68
20:55:40,server_4,706.3,645.79
20:55:40,server_3,878.31,628.1
20:55:40,server_2,4931.79,4587.91
20:55:40,server_1,66.34,71.7
20:55:40,server_10,169.62,184.91
20:55:45,server_12,308.78,237.36
20:55:45,server_13,293.07,389.87
20:55:45,server_14,993.23,1444.6
20:55:45,server_15,193.99,137.52
20:55:45,server_11,20.83,30.67
20:55:45,server_17,785.17,749.4
20:55:45,server_18,2316.56,2118.95
20:55:45,server_19,557.34,689.55
20:55:45,server_16,16.02,13.07
20:55:45,server_20,343.02,406.89
20:55:45,server_10,61.73,49.82
20:55:45,server_8,99.79,135.9
20:55:45,server_7,7793.96,7619.8
20:55:45,server_6,256.05,260.55
20:55:45,server_5,346.41,332.47
20:55:45,server_4,397.23,343.89
20:55:45,server_3,19327.92,19997.39
20:55:45,server_2,484.36,322.26
20:55:45,server_1,275.75,412.31
20:55:45,server_9,860.06,653.35
20:55:50,server_13,464.45,450.85
20:55:50,server_14,0.19,0.21
20:55:50,server_15,569.66,407.1
20:55:50,server_16,227.65,334.9
20:55:50,server_20,2434.28,2814.7
20:55:50,server_18,799.51,537.68
20:55:50,server_19,19842.92,21556.34
20:55:50,server_12,321.35,212.9
20:55:50,server_17,536.49,445.24
20:55:50,server_11,10803.9,10486.8
20:55:50,server_10,796.01,822.42
20:55:50,server_9,243.16,169.38
20:55:50,server_2,912.33,640.1
20:55:50,server_3,58.93,33.88
20:55:50,server_4,274.98,340.28
20:55:50,server_1,841.87,527.87
20:55:50,server_6,224.25,174.75
20:55:50,server_7,238.47,179.0
20:55:50,server_8,19466.77,16027.09
20:55:50,server_5,914.07,1279.66
20:55:55,server_12,390.47,312.97
20:55:55,server_19,66.36,80.96
20:55:55,server_18,280.03,388.04
20:55:55,server_17,487.83,592.5
20:55:55,server_16,372.6,413.74
20:55:55,server_15,373.1,231.94
20:55:55,server_14,969.97,1359.05
20:55:55,server_13,192.69,153.31
20:55:55,server_11,429.28,478.59
20:55:55,server_20,2347.47,2216.5
20:55:55,server_9,928.57,884.94
20:55:55,server_1,940.08,615.85
20:55:55,server_2,105.31,107.7
20:55:55,server_3,144.33,183.59
20:55:55,server_4,4796.76,5461.84
20:55:55,server_10,263.22,148.19
20:55:55,server_6,385.37,518.56
20:55:55,server_7,1873.87,1718.2
20:55:55,server_8,535.34,732.32
20:55:55,server_5,1008.39,924.61
20:56:00,server_12,8849.59,10222.14
20:56:00,server_19,40.57,43.99
20:56:00,server_18,18181.29,15055.94
20:56:00,server_17,965.15,943.39
20:56:00,server_16,45.89,58.87
20:56:00,server_15,198.06,294.81
20:56:00,server_14,4030.06,3377.53
20:56:00,server_13,118.1,175.56
20:56:00,server_11,30.81,41.68
20:56:00,server_20,760.13,707.65
20:56:00,server_9,17696.78,16567.34
20:56:00,server_1,973.08,873.39
20:56:00,server_2,588.2,613.21
20:56:00,server_3,379.81,403.87
20:56:00,server_4,148.04,110.81
20:56:00,server_10,377.95,496.23
20:56:00,server_6,575.39,546.82
20:56:00,server_7,161.85,205.67
20:56:00,server_8,848.14,553.71
20:56:00,server_5,18.37,21.34
20:56:05,server_11,874.33,1174.52
20:56:05,server_19,295.76,210.22
20:56:05,server_18,1036.53,682.06
20:56:05,server_17,1000.36,1179.89
20:56:05,server_16,223.96,188.76
20:56:05,server_15,827.87,502.62
20:56:05,server_14,785.98,803.66
20:56:05,server_13,896.44,1070.86
20:56:05,server_12,945.41,779.78
20:56:05,server_20,1686.64,1854.23
20:56:05,server_10,12.72,9.68
20:56:05,server_8,858.64,811.52
20:56:05,server_7,257.02,138.49
20:56:05,server_6,648.88,870.55
20:56:05,server_5,350.39,482.5
