ts,server_id,disk_io
20:53:25,server_3,115.62
20:53:25,server_4,114.94
20:53:25,server_10,96.6
20:53:25,server_6,7181.1
20:53:25,server_7,86.11
20:53:25,server_8,84.62
20:53:25,server_5,1178.31
20:53:30,server_20,0.0
20:53:30,server_19,81.42
20:53:30,server_18,60.02
20:53:30,server_17,0.0
20:53:30,server_16,143.71
20:53:30,server_15,87.12
20:53:30,server_14,48.11
20:53:30,server_12,45.36
20:53:30,server_11,24.5
20:53:30,server_13,80.16
20:53:30,server_9,37.91
20:53:30,server_8,0.0
20:53:30,server_7,99.22
20:53:30,server_6,149.34
20:53:30,server_5,52.75
20:53:30,server_4,113.46
20:53:30,server_3,6860.19
20:53:30,server_2,1172.33
20:53:30,server_10,46.39
20:53:30,server_1,0.0
20:53:35,server_13,37.98
20:53:35,server_14,5035.44
20:53:35,server_15,1379.17
20:53:35,server_16,0.0
20:53:35,server_20,65.14
20:53:35,server_18,7296.07
20:53:35,server_19,104.3
20:53:35,server_12,69.2
20:53:35,server_17,113.08
20:53:35,server_11,66.85
20:53:35,server_3,570.37
20:53:35,server_9,9.56
20:53:35,server_8,42.36
20:53:35,server_7,63.68
20:53:35,server_6,50.35
20:53:35,server_5,49.76
20:53:35,server_4,34.99
20:53:35,server_2,5397.99
20:53:35,server_1,8015.21
20:53:35,server_10,116.42
20:53:40,server_12,1.58
20:53:40,server_13,64.01
20:53:40,server_14,90.71
20:53:40,server_15,824.77
20:53:40,server_19,172.99
20:53:40,server_17,7916.95
20:53:40,server_18,29.01
20:53:40,server_11,73.25
20:53:40,server_16,0.0
20:53:40,server_20,5551.87
20:53:40,server_10,5955.49
20:53:40,server_8,109.45
20:53:40,server_1,0.0
20:53:40,server_2,42.87
20:53:40,server_3,39.73
20:53:40,server_9,670.18
20:53:40,server_5,34.43
20:53:40,server_6,59.3
20:53:40,server_7,55.7
20:53:40,server_4,3309.24
20:53:45,server_13,73.95
20:53:45,server_20,1311.68
20:53:45,server_19,91.99
20:53:45,server_18,1.74
20:53:45,server_17,0.72
20:53:45,server_16,60.38
20:53:45,server_15,190.94
20:53:45,server_14,6973.86
20:53:45,server_12,0.0
20:53:45,server_11,97.13
20:53:45,server_1,61.94
20:53:45,server_9,6089.83
20:53:45,server_8,4975.34
20:53:45,server_7,48.53
20:53:45,server_6,76.49
20:53:45,server_5,62.95
20:53:45,server_4,79.32
20:53:45,server_3,593.64
20:53:45,server_2,180.53
20:53:45,server_10,67.19
20:53:50,server_13,9.33
20:53:50,server_14,73.25
20:53:50,server_15,42.67
20:53:50,server_16,4740.46
20:53:50,server_12,137.51
20:53:50,server_18,3466.29
20:53:50,server_19,59.38
20:53:50,server_20,53.01
20:53:50,server_17,0.0
20:53:50,server_11,95.78
20:53:50,server_1,5.78
20:53:50,server_9,131.84
20:53:50,server_8,0.0
20:53:50,server_7,88.82
20:53:50,server_6,0.0
20:53:50,server_5,0.0
20:53:50,server_4,45.25
20:53:50,server_3,98.26
20:53:50,server_2,0.0
20:53:50,server_10,0.0
20:53:55,server_13,56.31
20:53:55,server_14,88.44
20:53:55,server_15,84.55
20:53:55,server_16,2.82
20:53:55,server_20,787.61
20:53:55,server_18,1428.52
20:53:55,server_19,1966.55
20:53:55,server_12,40.87
20:53:55,server_17,3198.2
20:53:55,server_11,99.03
20:53:55,server_5,57.99
20:53:55,server_9,8075.73
20:53:55,server_2,97.22
20:53:55,server_3,167.98
20:53:55,server_4,163.26
20:53:55,server_1,1.67
20:53:55,server_6,48.98
20:53:55,server_7,9895.91
20:53:55,server_8,55.76
20:53:55,server_10,8.21
20:54:00,server_12,1982.79
20:54:00,server_19,74.08
20:54:00,server_18,39.53
20:54:00,server_17,188.29
20:54:00,server_16,1414.24
20:54:00,server_15,48.02
20:54:00,server_14,70.76
20:54:00,server_13,0.0
20:54:00,server_11,84.06
20:54:00,server_20,0.78
20:54:00,server_9,52.41
20:54:00,server_1,52.5
20:54:00,server_2,86.38
20:54:00,server_3,33.37
20:54:00,server_4,50.88
20:54:00,server_10,8313.39
20:54:00,server_6,0.0
20:54:00,server_7,180.27
20:54:00,server_8,98.66
20:54:00,server_5,9.03
20:54:05,server_11,1.69
20:54:05,server_19,106.22
20:54:05,server_18,174.87
20:54:05,server_17,36.65
20:54:05,server_16,32.35
20:54:05,server_15,1420.88
20:54:05,server_14,9190.37
20:54:05,server_13,8199.56
20:54:05,server_12,64.89
20:54:05,server_20,65.79
20:54:05,server_10,8793.53
20:54:05,server_8,76.69
20:54:05,server_7,80.12
20:54:05,server_6,3165.01
20:54:05,server_5,92.89
20:54:05,server_4,73.37
20:54:05,server_3,1366.32
20:54:05,server_2,9633.95
20:54:05,server_1,15.74
20:54:05,server_9,64.43
20:54:10,server_14,183.15
20:54:10,server_15,10.04
20:54:10,server_16,0.0
20:54:10,server_13,102.67
20:54:10,server_18,50.38
20:54:10,server_19,4246.97
20:54:10,server_20,1928.07
20:54:10,server_17,1650.52
20:54:10,server_12,57.29
20:54:10,server_11,129.35
20:54:10,server_1,5851.27
20:54:10,server_9,124.06
20:54:10,server_8,1866.3
20:54:10,server_7,54.59
20:54:10,server_6,169.84
20:54:10,server_5,153.96
20:54:10,server_4,0.0
20:54:10,server_3,6.27
20:54:10,server_2,24.04
20:54:10,server_10,903.17
20:54:15,server_13,13.62
20:54:15,server_14,67.84
20:54:15,server_15,55.57
20:54:15,server_20,0.0
20:54:15,server_18,0.0
20:54:15,server_19,27.05
20:54:15,server_12,108.66
20:54:15,server_16,0.0
20:54:15,server_11,38.14
20:54:15,server_17,98.2
20:54:15,server_9,135.4
20:54:15,server_10,76.68
20:54:15,server_2,64.66
20:54:15,server_3,26.15
20:54:15,server_4,44.16
20:54:15,server_1,15.41
20:54:15,server_6,67.1
20:54:15,server_7,95.69
20:54:15,server_8,40.49
20:54:15,server_5,1107.81
20:54:20,server_20,0.74
20:54:20,server_12,67.07
20:54:20,server_19,58.09
20:54:20,server_18,8568.75
20:54:20,server_17,187.47
20:54:20,server_16,0.0
20:54:20,server_15,0.0
20:54:20,server_14,1945.85
20:54:20,server_13,46.14
20:54:20,server_11,21.85
20:54:20,server_7,0.0
20:54:20,server_9,62.19
20:54:20,server_8,5044.47
20:54:20,server_6,86.61
20:54:20,server_5,83.45
20:54:20,server_4,4648.4
20:54:20,server_3,11.99
20:54:20,server_2,45.23
20:54:20,server_1,807.03
20:54:20,server_10,781.94
20:54:25,server_15,0.0
20:54:25,server_13,64.73
20:54:25,server_14,146.18
20:54:25,server_16,18.86
20:54:25,server_12,34.2
20:54:25,server_18,754.67
20:54:25,server_19,757.32
20:54:25,server_20,31.1
20:54:25,server_17,29.07
20:54:25,server_11,173.7
20:54:25,server_1,1762.11
20:54:25,server_9,14.48
20:54:25,server_2,82.36
20:54:25,server_3,118.86
20:54:25,server_4,32.66
20:54:25,server_10,48.37
20:54:25,server_6,80.92
20:54:25,server_7,0.0
20:54:25,server_8,7561.43
20:54:25,server_5,100.13
20:54:30,server_13,137.76
20:54:30,server_20,113.99
20:54:30,server_19,15.06
20:54:30,server_18,0.0
20:54:30,server_17,685.9
20:54:30,server_16,88.6
20:54:30,server_15,4251.03
20:54:30,server_14,699.96
20:54:30,server_12,0.0
20:54:30,server_11,8778.79
20:54:30,server_1,16.45
20:54:30,server_9,8866.57
20:54:30,server_8,18.17
20:54:30,server_7,132.56
20:54:30,server_6,117.5
20:54:30,server_5,0.0
20:54:30,server_4,220.67
20:54:30,server_3,13.65
20:54:30,server_2,48.03
20:54:30,server_10,11.68
20:54:35,server_13,3352.88
20:54:35,server_14,133.51
20:54:35,server_15,39.16
20:54:35,server_16,8142.57
20:54:35,server_12,54.75
20:54:35,server_18,1408.92
20:54:35,server_19,123.85
20:54:35,server_20,62.57
20:54:35,server_17,55.99
20:54:35,server_11,61.24
20:54:35,server_1,774.79
20:54:35,server_9,4232.07
20:54:35,server_8,4369.7
20:54:35,server_7,29.17
20:54:35,server_6,107.12
20:54:35,server_5,84.97
20:54:35,server_4,65.54
20:54:35,server_3,47.78
20:54:35,server_2,72.02
20:54:35,server_10,45.13
20:54:40,server_13,48.96
20:54:40,server_14,66.02
20:54:40,server_15,38.53
20:54:40,server_16,114.25
20:54:40,server_20,5.13
20:54:40,server_18,7100.16
20:54:40,server_19,14.24
20:54:40,server_12,9.3
20:54:40,server_17,146.06
20:54:40,server_11,51.07
20:54:40,server_1,34.77
20:54:40,server_9,85.91
20:54:40,server_2,3995.37
20:54:40,server_3,1658.73
20:54:40,server_4,89.78
20:54:40,server_10,0.0
20:54:40,server_6,47.43
20:54:40,server_7,77.33
20:54:40,server_8,124.42
20:54:40,server_5,14.39
20:54:45,server_12,9662.53
20:54:45,server_19,187.0
20:54:45,server_18,82.24
20:54:45,server_17,66.71
20:54:45,server_16,3909.61
20:54:45,server_15,16.34
20:54:45,server_14,124.53
20:54:45,server_13,21.94
20:54:45,server_20,1201.45
20:54:45,server_11,113.85
20:54:45,server_9,36.87
20:54:45,server_8,95.82
20:54:45,server_7,1878.69
20:54:45,server_6,0.0
20:54:45,server_5,3527.15
20:54:45,server_4,95.17
20:54:45,server_3,86.88
20:54:45,server_2,926.26
20:54:45,server_1,1205.38
20:54:45,server_10,60.31
20:54:50,server_13,91.9
20:54:50,server_14,136.52
20:54:50,server_15,0.0
20:54:50,server_16,66.37
20:54:50,server_12,4736.58
20:54:50,server_18,70.26
20:54:50,server_19,7771.49
20:54:50,server_20,108.63
20:54:50,server_17,0.0
20:54:50,server_11,82.22
20:54:50,server_5,773.62
20:54:50,server_9,50.42
20:54:50,server_1,128.19
20:54:50,server_2,17.47
20:54:50,server_3,122.8
20:54:50,server_4,0.0
20:54:50,server_10,103.02
20:54:50,server_6,80.34
20:54:50,server_7,128.96
20:54:50,server_8,0.0
20:54:55,server_20,1893.88
20:54:55,server_19,124.25
20:54:55,server_18,57.83
20:54:55,server_17,5.19
20:54:55,server_16,593.43
20:54:55,server_15,4.36
20:54:55,server_13,116.28
20:54:55,server_12,52.27
20:54:55,server_11,8915.24
20:54:55,server_14,23.68
20:54:55,server_9,0.0
20:54:55,server_10,87.6
20:54:55,server_2,1123.2
20:54:55,server_3,9414.83
20:54:55,server_4,6.4
20:54:55,server_1,57.35
20:54:55,server_6,13.2
20:54:55,server_7,59.98
20:54:55,server_8,17.22
20:54:55,server_5,73.81
20:55:00,server_12,80.98
20:55:00,server_20,12.23
20:55:00,server_19,88.86
20:55:00,server_18,124.43
20:55:00,server_17,104.78
20:55:00,server_16,57.08
20:55:00,server_15,41.11
20:55:00,server_14,166.97
20:55:00,server_13,0.0
20:55:00,server_11,4068.78
20:55:00,server_3,18.18
20:55:00,server_9,76.8
20:55:00,server_10,52.84
20:55:00,server_2,64.43
20:55:00,server_4,37.61
20:55:00,server_1,31.18
20:55:00,server_6,50.01
20:55:00,server_7,0.0
20:55:00,server_8,8456.47
20:55:00,server_5,85.26
20:55:05,server_12,0.0
20:55:05,server_20,69.44
20:55:05,server_19,0.0
20:55:05,server_18,81.12
20:55:05,server_17,7679.49
20:55:05,server_16,78.07
20:55:05,server_15,72.44
20:55:05,server_13,36.73
20:55:05,server_11,63.92
20:55:05,server_14,7640.31
20:55:05,server_9,0.0
20:55:05,server_2,46.63
20:55:05,server_3,73.4
20:55:05,server_4,1362.71
20:55:05,server_5,0.0
20:55:05,server_1,57.49
20:55:05,server_10,64.61
20:55:05,server_7,61.09
20:55:05,server_8,7820.61
20:55:05,server_6,9058.87
20:55:10,server_12,91.81
20:55:10,server_19,92.57
20:55:10,server_18,979.51
20:55:10,server_17,66.74
20:55:10,server_16,27.75
20:55:10,server_15,45.07
20:55:10,server_14,530.71
20:55:10,server_13,0.0
20:55:10,server_11,55.85
20:55:10,server_20,41.08
20:55:10,server_9,103.39
20:55:10,server_1,7.7
20:55:10,server_2,41.17
20:55:10,server_3,1143.92
20:55:10,server_4,92.83
20:55:10,server_10,95.76
20:55:10,server_6,43.1
20:55:10,server_7,96.76
20:55:10,server_8,4242.55
20:55:10,server_5,15.47
20:55:15,server_11,113.88
20:55:15,server_19,34.99
20:55:15,server_18,3546.76
20:55:15,server_17,167.57
20:55:15,server_16,29.3
20:55:15,server_15,84.53
20:55:15,server_14,26.8
20:55:15,server_13,96.24
20:55:15,server_12,102.09
20:55:15,server_20,73.99
20:55:15,server_10,110.37
20:55:15,server_8,34.09
20:55:15,server_7,1893.83
20:55:15,server_6,29.34
20:55:15,server_5,131.0
20:55:15,server_4,82.96
20:55:15,server_3,32.19
20:55:15,server_2,171.2
20:55:15,server_1,109.96
20:55:15,server_9,9.12
20:55:20,server_13,59.95
20:55:20,server_14,50.33
20:55:20,server_15,20.43
20:55:20,server_16,69.43
20:55:20,server_20,136.66
20:55:20,server_18,2.12
20:55:20,server_19,32.14
20:55:20,server_12,107.65
20:55:20,server_17,57.23
20:55:20,server_11,90.72
20:55:20,server_4,0.0
20:55:20,server_9,0.0
20:55:20,server_10,8832.84
20:55:20,server_2,84.22
20:55:20,server_3,24.36
20:55:20,server_1,8032.67
20:55:20,server_6,0.0
20:55:20,server_7,1126.47
20:55:20,server_8,14.76
20:55:20,server_5,6.33
20:55:25,server_20,5598.72
20:55:25,server_19,116.56
20:55:25,server_18,66.76
20:55:25,server_17,91.73
20:55:25,server_16,8720.51
20:55:25,server_15,88.72
20:55:25,server_14,1582.78
20:55:25,server_12,109.2
20:55:25,server_11,4224.16
20:55:25,server_13,47.57
20:55:25,server_9,64.62
20:55:25,server_10,83.57
20:55:25,server_2,137.95
20:55:25,server_3,48.54
20:55:25,server_4,73.66
20:55:25,server_1,1588.33
20:55:25,server_6,139.07
20:55:25,server_7,1824.32
20:55:25,server_8,1901.06
20:55:25,server_5,39.48
20:55:30,server_12,106.09
20:55:30,server_20,61.08
20:55:30,server_19,61.89
20:55:30,server_18,113.37
20:55:30,server_17,6.65
20:55:30,server_16,109.05
20:55:30,server_15,107.2
20:55:30,server_14,42.13
20:55:30,server_13,105.83
20:55:30,server_11,135.3
20:55:30,server_3,63.52
20:55:30,server_9,33.22
20:55:30,server_8,65.35
20:55:30,server_7,66.09
20:55:30,server_6,73.97
20:55:30,server_5,5693.57
20:55:30,server_4,88.86
20:55:30,server_2,47.94
20:55:30,server_1,5460.44
20:55:30,server_10,134.79
20:55:35,server_15,50.15
20:55:35,server_14,70.77
20:55:35,server_16,111.24
20:55:35,server_17,0.0
20:55:35,server_3,192.73
20:55:35,server_19,1670.71
20:55:35,server_13,98.23
20:55:35,server_20,21.51
20:55:35,server_18,1501.07
20:55:35,server_12,0.0
20:55:35,server_1,131.96
20:55:35,server_10,5.72
20:55:35,server_2,53.24
20:55:35,server_4,0.0
20:55:35,server_5,114.94
20:55:35,server_11,70.91
20:55:35,server_7,145.72
20:55:35,server_8,69.82
20:55:35,server_9,99.79
20:55:35,server_6,110.26
20:55:40,server_12,41.23
20:55:40,server_19,49.22
20:55:40,server_18,614.11
20:55:40,server_17,1933.47
20:55:40,server_16,122.76
20:55:40,server_15,8.85
20:55:40,server_14,80.47
20:55:40,server_13,130.4
20:55:40,server_20,1774.82
20:55:40,server_11,104.59
20:55:40,server_9,0.0
20:55:40,server_8,6707.92
20:55:40,server_7,86.14
20:55:40,server_6,98.51
20:55:40,server_5,0.0
20:55:40,server_4,213.48
20:55:40,server_3,45.21
20:55:40,server_2,880.16
20:55:40,server_1,130.23
20:55:40,server_10,5175.98
20:55:45,server_12,113.19
20:55:45,server_13,43.14
20:55:45,server_14,0.0
20:55:45,server_15,22.12
20:55:45,server_11,55.32
20:55:45,server_17,118.81
20:55:45,server_18,535.24
20:55:45,server_19,94.93
20:55:45,server_16,29.04
20:55:45,server_20,8.85
20:55:45,server_10,6001.23
20:55:45,server_8,51.65
20:55:45,server_7,49.68
20:55:45,server_6,0.0
20:55:45,server_5,5.89
20:55:45,server_4,34.78
20:55:45,server_3,189.75
20:55:45,server_2,118.21
20:55:45,server_1,64.47
20:55:45,server_9,32.18
20:55:50,server_13,20.36
20:55:50,server_14,8313.74
20:55:50,server_15,56.38
20:55:50,server_16,119.18
20:55:50,server_20,1119.75
20:55:50,server_18,90.16
20:55:50,server_19,75.68
20:55:50,server_12,9.39
20:55:50,server_17,0.0
20:55:50,server_11,69.57
20:55:50,server_10,81.28
20:55:50,server_9,16.67
20:55:50,server_2,88.1
20:55:50,server_3,51.85
20:55:50,server_4,12.21
20:55:50,server_1,143.73
20:55:50,server_6,0.0
20:55:50,server_7,108.88
20:55:50,server_8,24.58
20:55:50,server_5,106.51
20:55:55,server_12,0.0
20:55:55,server_19,7905.71
20:55:55,server_18,0.0
20:55:55,server_17,9.4
20:55:55,server_16,69.16
20:55:55,server_15,68.48
20:55:55,server_14,36.86
20:55:55,server_13,8919.97
20:55:55,server_11,41.35
20:55:55,server_20,975.25
20:55:55,server_9,80.68
20:55:55,server_1,37.27
20:55:55,server_2,37.62
20:55:55,server_3,23.04
20:55:55,server_4,1593.63
20:55:55,server_10,0.0
20:55:55,server_6,56.37
20:55:55,server_7,904.23
20:55:55,server_8,125.92
20:55:55,server_5,44.78
20:56:00,server_12,6.0
20:56:00,server_19,8341.98
20:56:00,server_18,32.8
20:56:00,server_17,0.0
20:56:00,server_16,77.4
20:56:00,server_15,2.76
20:56:00,server_14,1173.51
20:56:00,server_13,6332.82
20:56:00,server_11,131.87
20:56:00,server_20,0.0
20:56:00,server_9,21.45
20:56:00,server_1,114.44
20:56:00,server_2,123.47
20:56:00,server_3,0.0
20:56:00,server_4,157.32
20:56:00,server_10,0.0
20:56:00,server_6,0.0
20:56:00,server_7,7211.26
20:56:00,server_8,26.01
20:56:00,server_5,6929.75
20:56:05,server_11,63.5
20:56:05,server_19,51.12
20:56:05,server_18,100.43
20:56:05,server_17,159.71
20:56:05,server_16,0.0
20:56:05,server_15,137.27
20:56:05,server_14,1.55
20:56:05,server_13,132.26
20:56:05,server_12,80.23
20:56:05,server_20,968.94
20:56:05,server_10,6228.37
20:56:05,server_8,82.2
20:56:05,server_7,0.0
20:56:05,server_6,0.0
20:56:05,server_5,0.0
20:56:05,server_4,1617.99
20:56:05,server_3,43.71
20:56:05,server_2,118.32
20:56:05,server_1,53.23
20:56:05,server_9,94.95
20:56:10,server_13,146.72
20:56:10,server_14,1348.05
20:56:10,server_15,92.25
20:56:10,server_12,55.27
20:56:10,server_17,1507.41
20:56:10,server_18,1301.89
20:56:10,server_19,1400.64
20:56:10,server_16,56.19
20:56:10,server_11,35.13
20:56:10,server_20,68.39
20:56:10,server_9,159.25
20:56:10,server_1,102.99
20:56:10,server_2,8251.08
20:56:10,server_3,93.11
20:56:10,server_4,1155.51
20:56:10,server_10,7.74
20:56:10,server_6,1637.37
20:56:10,server_7,123.94
20:56:10,server_8,45.58
20:56:10,server_5,35.07
20:56:15,server_19,0.0
20:56:15,server_18,52.22
20:56:15,server_17,112.08
20:56:15,server_16,111.99
20:56:15,server_15,143.59
20:56:15,server_14,73.07
20:56:15,server_13,44.38
20:56:15,server_12,0.0
20:56:15,server_11,147.61
20:56:15,server_20,111.15
20:56:15,server_9,101.14
20:56:15,server_1,1124.28
20:56:15,server_2,50.38
20:56:15,server_3,172.96
20:56:15,server_4,45.4
20:56:15,server_10,36.84
20:56:15,server_6,110.88
20:56:15,server_7,84.44
20:56:15,server_8,196.69
20:56:15,server_5,0.0
20:56:20,server_11,53.08
20:56:20,server_19,109.21
20:56:20,server_18,92.25
20:56:20,server_17,53.19
20:56:20,server_16,606.28
20:56:20,server_15,8.08
20:56:20,server_14,47.38
20:56:20,server_13,5256.06
20:56:20,server_12,130.84
20:56:20,server_20,19.46
20:56:20,server_10,942.24
20:56:20,server_8,72.26
20:56:20,server_9,11.18
20:56:20,server_1,50.58
20:56:20,server_2,41.08
20:56:20,server_3,0.0
20:56:20,server_5,46.85
20:56:20,server_6,120.17
20:56:20,server_7,67.69
20:56:20,server_4,0.0
20:56:25,server_20,75.07
20:56:25,server_11,4052.87
20:56:25,server_18,1.35
20:56:25,server_17,146.94
20:56:25,server_16,7338.27
20:56:25,server_15,4645.26
20:56:25,server_14,93.6
20:56:25,server_13,0.0
20:56:25,server_12,127.79
20:56:25,server_19,8684.5
20:56:25,server_10,84.35
20:56:25,server_8,133.76
20:56:25,server_1,61.59
20:56:25,server_2,47.1
20:56:25,server_3,46.34
20:56:25,server_9,142.54
20:56:25,server_5,12.11
20:56:25,server_6,0.0
20:56:25,server_7,99.3
20:56:25,server_4,30.88
20:56:30,server_12,8871.66
20:56:30,server_19,0.0
20:56:30,server_18,81.43
20:56:30,server_17,6395.15
20:56:30,server_16,0.0
20:56:30,server_15,73.55
20:56:30,server_14,54.31
20:56:30,server_13,137.31
20:56:30,server_11,44.88
20:56:30,server_20,3140.56
20:56:30,server_9,38.68
20:56:30,server_1,0.0
20:56:30,server_2,58.42
20:56:30,server_3,22.54
20:56:30,server_4,119.24
20:56:30,server_10,57.61
20:56:30,server_6,1230.37
20:56:30,server_7,1853.58
20:56:30,server_8,0.43
20:56:30,server_5,34.75
20:56:35,server_11,69.77
20:56:35,server_19,106.78
20:56:35,server_18,102.45
20:56:35,server_17,117.04
20:56:35,server_16,11.43
20:56:35,server_15,133.87
20:56:35,server_14,73.25
20:56:35,server_13,53.86
20:56:35,server_12,31.05
20:56:35,server_20,46.45
20:56:35,server_10,29.22
20:56:35,server_8,94.48
20:56:35,server_7,8.94
20:56:35,server_6,70.15
20:56:35,server_5,84.66
20:56:35,server_4,25.28
20:56:35,server_3,8648.56
20:56:35,server_2,57.34
20:56:35,server_1,40.71
20:56:35,server_9,36.09
20:56:40,server_13,190.03
20:56:40,server_14,46.83
20:56:40,server_16,156.88
20:56:40,server_12,0.0
20:56:40,server_18,16.82
20:56:40,server_19,173.13
20:56:40,server_20,35.6
20:56:40,server_17,156.79
20:56:40,server_11,87.7
20:56:40,server_15,3467.97
20:56:40,server_9,128.04
20:56:40,server_2,13.11
20:56:40,server_3,57.69
20:56:40,server_4,36.49
20:56:40,server_5,6557.2
20:56:40,server_1,0.04
20:56:40,server_6,0.0
20:56:40,server_7,63.97
20:56:40,server_8,14.76
20:56:40,server_10,1047.37
20:56:45,server_12,0.0
20:56:45,server_20,98.39
20:56:45,server_19,1035.67
20:56:45,server_18,679.92
20:56:45,server_17,54.55
20:56:45,server_16,812.11
20:56:45,server_15,64.62
20:56:45,server_14,79.62
20:56:45,server_13,22.92
20:56:45,server_11,26.05
20:56:45,server_10,24.7
20:56:45,server_9,51.11
20:56:45,server_2,120.5
20:56:45,server_3,179.21
20:56:45,server_4,20.83
20:56:45,server_1,23.22
20:56:45,server_6,131.65
20:56:45,server_7,18.36
20:56:45,server_8,8.19
20:56:45,server_5,27.29
20:56:50,server_12,76.34
20:56:50,server_19,45.16
20:56:50,server_18,92.1
20:56:50,server_17,59.79
20:56:50,server_16,64.3
20:56:50,server_15,45.51
20:56:50,server_14,99.08
20:56:50,server_13,26.16
20:56:50,server_11,69.93
20:56:50,server_20,93.73
20:56:50,server_9,100.15
20:56:50,server_1,122.13
20:56:50,server_2,144.64
20:56:50,server_3,93.07
20:56:50,server_4,29.7
20:56:50,server_10,30.09
20:56:50,server_6,15.88
20:56:50,server_7,57.88
20:56:50,server_8,5471.01
20:56:50,server_5,1484.76
20:56:55,server_12,1444.13
20:56:55,server_19,67.19
20:56:55,server_18,31.12
20:56:55,server_17,7357.38
20:56:55,server_16,41.47
20:56:55,server_15,3829.59
20:56:55,server_14,101.52
20:56:55,server_13,25.54
20:56:55,server_11,19.34
20:56:55,server_20,46.35
20:56:55,server_9,60.04
20:56:55,server_1,125.54
20:56:55,server_2,47.97
20:56:55,server_3,44.57
20:56:55,server_4,108.17
20:56:55,server_10,101.05
20:56:55,server_6,0.0
20:56:55,server_7,1976.31
20:56:55,server_8,0.0
20:56:55,server_5,84.09
20:57:00,server_11,8880.12
20:57:00,server_19,0.0
20:57:00,server_18,42.47
20:57:00,server_17,145.1
20:57:00,server_16,57.62
20:57:00,server_15,623.49
20:57:00,server_14,0.0
20:57:00,server_13,35.26
20:57:00,server_12,84.07
20:57:00,server_20,554.39
20:57:00,server_10,166.39
20:57:00,server_8,3406.51
20:57:00,server_7,1569.44
20:57:00,server_6,136.44
20:57:00,server_5,179.11
20:57:00,server_4,1945.06
20:57:00,server_3,0.0
20:57:00,server_2,5.52
20:57:00,server_1,0.0
20:57:00,server_9,17.23
20:57:05,server_13,108.99
20:57:05,server_14,1066.81
20:57:05,server_15,2.73
20:57:05,server_12,68.12
20:57:05,server_17,107.21
20:57:05,server_18,12.52
