ts,server_id,cpu_pct,mem_pct,net_in,net_out,disk_io
20:53:10,server_6,43.02,41.84,345.58,200.77,125.45
20:53:10,server_7,62.06,62.39,658.88,704.23,69.44
20:53:10,server_8,49.99,54.63,386.98,342.51,105.7
20:53:10,server_10,70.23,46.99,12384.57,13956.3,139.17
20:53:15,server_12,47.16,53.72,562.42,386.58,21.73
20:53:15,server_19,99.54,84.0,1085.55,970.81,142.27
20:53:15,server_18,99.58,86.57,985.97,1084.05,65.32
20:53:15,server_17,24.64,28.89,300.49,436.31,50.39
20:53:15,server_16,32.69,49.95,119.97,164.99,7759.54
20:53:15,server_15,67.94,51.11,1234.79,1238.27,1301.18
20:53:15,server_14,65.3,77.6,606.6,444.2,28.66
20:53:15,server_13,45.69,47.22,152.18,81.57,4280.59
20:53:15,server_11,43.93,36.18,62.58,73.41,9823.79
20:53:15,server_20,43.4,33.05,111.78,139.35,9815.57
20:53:15,server_9,37.55,46.91,322.47,326.27,19.19
20:53:15,server_1,2.74,99.04,76.07,51.36,0.0
20:53:15,server_2,1.66,81.45,0.0,0.0,82.44
20:53:15,server_3,43.15,61.91,478.49,307.1,28.17
20:53:15,server_4,60.56,56.9,5775.49,5787.71,3.04
20:53:15,server_10,21.25,98.12,166.56,220.37,0.0
20:53:15,server_6,26.72,9.38,334.07,396.77,41.34
20:53:15,server_7,20.95,19.22,109.51,57.43,36.35
20:53:15,server_8,89.72,6.91,956.64,983.56,21.41
20:53:15,server_5,99.58,7.74,957.08,579.34,45.63
20:53:20,server_11,39.86,56.22,396.68,375.02,91.25
20:53:20,server_19,88.28,88.85,914.17,504.25,123.52
20:53:20,server_18,44.29,44.36,4667.17,4569.67,998.52
20:53:20,server_17,69.92,91.68,670.93,914.76,123.6
20:53:20,server_16,27.51,36.85,394.58,570.86,38.98
20:53:20,server_15,80.32,0.72,832.14,884.94,136.05
20:53:20,server_14,52.44,58.05,3044.53,3548.09,951.06
20:53:20,server_13,23.03,30.92,34.22,48.33,9863.1
20:53:20,server_12,42.88,57.78,404.5,576.69,0.0
20:53:20,server_20,58.52,62.71,460.18,551.58,141.68
20:53:20,server_10,58.63,79.66,597.73,363.55,137.77
20:53:20,server_8,60.61,67.02,587.74,553.59,24.24
20:53:20,server_7,43.04,67.24,3935.78,3763.13,770.2
20:53:20,server_6,27.03,29.5,256.1,207.68,51.22
20:53:20,server_5,52.91,57.4,537.73,576.42,69.9
20:53:20,server_4,94.15,84.44,867.75,767.77,169.79
20:53:20,server_3,58.58,63.57,586.71,618.86,165.86
20:53:20,server_2,23.96,25.91,292.07,405.82,0.0
20:53:20,server_1,28.42,23.45,95.03,104.79,6585.33
20:53:20,server_9,41.4,52.16,383.33,509.98,151.1
20:53:25,server_13,91.03,17.34,957.18,961.45,128.75
20:53:25,server_14,25.35,23.45,342.8,277.49,0.0
20:53:25,server_16,27.09,24.63,162.24,142.75,0.0
20:53:25,server_12,58.4,57.1,620.74,460.15,30.05
20:53:25,server_18,20.22,98.61,112.46,106.62,91.19
20:53:25,server_19,38.23,44.06,373.75,426.01,117.86
20:53:25,server_20,29.87,82.31,330.36,466.21,99.3
20:53:25,server_17,59.85,74.58,581.05,524.99,0.0
20:53:25,server_11,75.59,56.88,18445.36,15086.32,143.64
20:53:25,server_15,93.24,84.62,935.61,1029.98,75.53
20:53:25,server_9,81.19,12.83,859.74,819.76,95.96
20:53:25,server_1,17.78,97.86,244.3,309.43,0.0
20:53:25,server_2,58.65,63.13,615.79,325.97,47.62
20:53:25,server_3,41.94,51.25,413.36,215.85,115.62
20:53:25,server_4,49.44,45.35,498.6,392.97,114.94
20:53:25,server_10,64.2,70.58,681.98,696.7,96.6
20:53:25,server_6,33.54,27.82,162.61,148.66,7181.1
20:53:25,server_7,60.45,63.88,642.75,482.34,86.11
20:53:25,server_8,28.06,93.57,127.91,170.44,84.62
20:53:25,server_5,63.04,61.91,1934.71,2245.26,1178.31
20:53:30,server_20,3.54,86.12,0.0,0.0,0.0
20:53:30,server_19,22.03,23.08,122.6,173.61,81.42
20:53:30,server_18,67.18,80.78,718.3,902.66,60.02
20:53:30,server_17,4.69,84.96,94.9,81.44,0.0
20:53:30,server_16,64.69,65.78,781.83,390.94,143.71
20:53:30,server_15,68.67,70.64,722.49,449.5,87.12
20:53:30,server_14,30.64,32.54,299.42,228.89,48.11
20:53:30,server_12,60.71,54.54,7478.52,8775.27,45.36
20:53:30,server_11,54.49,52.79,550.21,484.11,24.5
20:53:30,server_13,57.03,45.92,8152.47,8920.28,80.16
20:53:30,server_9,21.85,42.27,214.24,263.34,37.91
20:53:30,server_8,64.81,53.17,654.03,723.85,0.0
20:53:30,server_7,94.34,13.61,915.32,1139.64,99.22
20:53:30,server_6,63.02,73.53,659.19,490.24,149.34
20:53:30,server_5,51.73,48.43,561.76,788.61,52.75
20:53:30,server_4,38.11,31.32,438.56,634.02,113.46
20:53:30,server_3,44.81,43.93,142.36,109.03,6860.19
20:53:30,server_2,54.98,64.09,4836.73,4889.86,1172.33
20:53:30,server_10,67.04,73.62,739.1,386.91,46.39
20:53:30,server_1,42.85,37.29,434.9,542.16,0.0
20:53:35,server_13,64.55,77.15,661.89,976.67,37.98
20:53:35,server_14,46.08,46.01,27.07,29.94,5035.44
20:53:35,server_15,69.72,63.83,3777.66,3924.27,1379.17
20:53:35,server_16,31.48,42.39,239.03,357.59,0.0
20:53:35,server_20,52.17,57.73,10486.09,12386.11,65.14
20:53:35,server_18,33.07,20.98,7.8,9.08,7296.07
20:53:35,server_19,65.28,85.91,624.4,612.96,104.3
20:53:35,server_12,66.77,76.79,570.41,848.09,69.2
20:53:35,server_17,57.25,60.34,603.32,510.06,113.08
20:53:35,server_11,41.35,45.98,377.17,396.21,66.85
20:53:35,server_3,50.3,48.62,2015.19,2393.62,570.37
20:53:35,server_9,61.49,35.07,16320.65,14727.1,9.56
20:53:35,server_8,59.9,49.1,8823.36,8607.72,42.36
20:53:35,server_7,32.12,30.11,293.93,239.56,63.68
20:53:35,server_6,23.4,81.7,198.43,223.6,50.35
20:53:35,server_5,88.49,89.56,861.99,664.37,49.76
20:53:35,server_4,46.69,58.16,474.39,404.21,34.99
20:53:35,server_2,42.73,22.57,67.37,51.57,5397.99
20:53:35,server_1,34.09,42.4,83.41,115.72,8015.21
20:53:35,server_10,88.44,83.9,931.71,1188.36,116.42
20:53:40,server_12,86.12,18.14,888.78,508.23,1.58
20:53:40,server_13,23.94,41.28,77.99,50.4,64.01
20:53:40,server_14,27.29,19.91,220.69,190.0,90.71
20:53:40,server_15,62.82,57.4,3702.01,3275.33,824.77
20:53:40,server_19,60.79,55.47,9603.96,9413.65,172.99
20:53:40,server_17,42.4,30.13,92.92,84.82,7916.95
20:53:40,server_18,81.05,27.66,770.94,405.67,29.01
20:53:40,server_11,97.5,92.83,1040.87,844.02,73.25
20:53:40,server_16,42.1,44.66,469.97,437.99,0.0
20:53:40,server_20,45.51,23.29,139.59,103.73,5551.87
20:53:40,server_10,23.88,37.0,47.2,44.14,5955.49
20:53:40,server_8,79.57,50.99,15801.26,15432.41,109.45
20:53:40,server_1,33.39,51.16,263.53,271.87,0.0
20:53:40,server_2,57.19,57.78,622.06,827.91,42.87
20:53:40,server_3,51.64,76.88,454.37,234.48,39.73
20:53:40,server_9,59.52,59.52,3845.26,3603.49,670.18
20:53:40,server_5,20.88,26.8,207.26,114.62,34.43
20:53:40,server_6,94.28,86.02,868.23,709.77,59.3
20:53:40,server_7,63.63,78.41,644.25,615.09,55.7
20:53:40,server_4,45.31,48.34,189.41,198.71,3309.24
20:53:45,server_13,96.5,80.49,1045.74,950.68,73.95
20:53:45,server_20,51.1,59.46,1812.27,1518.43,1311.68
20:53:45,server_19,42.73,22.0,411.23,615.31,91.99
20:53:45,server_18,42.53,32.45,400.5,517.66,1.74
20:53:45,server_17,31.61,43.89,246.05,134.31,0.72
20:53:45,server_16,43.96,58.27,461.7,665.54,60.38
20:53:45,server_15,56.89,59.86,14925.22,16524.96,190.94
20:53:45,server_14,49.72,21.13,181.25,268.23,6973.86
20:53:45,server_12,80.08,17.07,824.32,565.93,0.0
20:53:45,server_11,75.58,38.46,16532.43,13965.96,97.13
20:53:45,server_1,63.02,81.12,697.87,964.52,61.94
20:53:45,server_9,35.87,20.57,145.38,93.27,6089.83
20:53:45,server_8,44.5,38.06,33.12,31.65,4975.34
20:53:45,server_7,87.78,13.49,936.6,498.77,48.53
20:53:45,server_6,55.43,69.74,531.24,491.96,76.49
20:53:45,server_5,65.43,70.91,681.89,661.96,62.95
20:53:45,server_4,93.86,86.36,888.65,1243.23,79.32
20:53:45,server_3,52.69,53.68,4979.5,4877.45,593.64
20:53:45,server_2,54.68,42.34,12536.78,14632.9,180.53
20:53:45,server_10,49.19,58.06,450.1,493.8,67.19
20:53:50,server_13,72.49,35.78,16191.11,14104.88,9.33
20:53:50,server_14,59.69,57.82,6627.75,7774.17,73.25
20:53:50,server_15,76.17,52.14,17230.79,15852.63,42.67
20:53:50,server_16,32.02,36.59,93.9,47.34,4740.46
20:53:50,server_12,56.47,41.57,8524.7,7439.03,137.51
20:53:50,server_18,35.56,39.71,50.92,72.0,3466.29
20:53:50,server_19,60.91,65.17,575.6,604.78,59.38
20:53:50,server_20,83.98,15.72,844.12,989.65,53.01
20:53:50,server_17,52.79,84.1,494.33,627.33,0.0
20:53:50,server_11,94.97,19.49,888.66,880.88,95.78
20:53:50,server_1,90.36,15.54,961.55,499.64,5.78
20:53:50,server_9,66.07,74.07,673.34,557.48,131.84
20:53:50,server_8,21.47,30.53,222.01,226.86,0.0
20:53:50,server_7,99.81,87.67,953.65,1291.99,88.82
20:53:50,server_6,24.15,44.09,253.13,215.52,0.0
20:53:50,server_5,36.18,44.32,291.44,362.77,0.0
20:53:50,server_4,43.08,57.63,367.07,332.71,45.25
20:53:50,server_3,92.55,6.15,917.66,1146.74,98.26
20:53:50,server_2,15.04,91.1,128.66,66.57,0.0
20:53:50,server_10,86.14,13.93,818.01,893.26,0.0
20:53:55,server_13,52.99,51.73,6414.79,6187.66,56.31
20:53:55,server_14,57.36,44.75,5888.77,6753.56,88.44
20:53:55,server_15,24.51,32.04,186.47,222.1,84.55
20:53:55,server_16,66.89,79.15,629.68,937.21,2.82
20:53:55,server_20,65.45,64.63,3905.24,4346.43,787.61
20:53:55,server_18,49.24,55.56,1311.84,1137.46,1428.52
20:53:55,server_19,42.01,49.67,2487.31,2109.23,1966.55
20:53:55,server_12,1.93,95.51,0.0,0.0,40.87
20:53:55,server_17,42.87,20.63,1.75,2.09,3198.2
20:53:55,server_11,85.84,80.93,802.59,833.98,99.03
20:53:55,server_5,17.04,82.84,204.81,244.81,57.99
20:53:55,server_9,49.89,45.42,106.62,148.77,8075.73
20:53:55,server_2,80.81,2.65,847.97,740.83,97.22
20:53:55,server_3,88.45,89.85,918.32,462.4,167.98
20:53:55,server_4,71.42,43.08,11877.74,9621.02,163.26
20:53:55,server_1,28.84,16.08,263.64,284.59,1.67
20:53:55,server_6,97.51,28.6,919.61,852.88,48.98
20:53:55,server_7,20.16,30.91,57.73,34.54,9895.91
20:53:55,server_8,52.56,55.26,525.04,425.85,55.76
20:53:55,server_10,5.48,89.24,65.29,88.0,8.21
20:54:00,server_12,65.92,56.53,4732.91,4968.69,1982.79
20:54:00,server_19,5.99,81.27,79.79,94.06,74.08
20:54:00,server_18,42.39,29.11,406.71,606.89,39.53
20:54:00,server_17,77.73,55.69,10393.17,8956.36,188.29
20:54:00,server_16,51.52,46.94,2424.94,2814.14,1414.24
20:54:00,server_15,98.02,16.04,929.05,624.92,48.02
20:54:00,server_14,59.85,75.38,597.45,804.52,70.76
20:54:00,server_13,82.61,11.15,825.8,1038.14,0.0
20:54:00,server_11,7.26,91.82,0.0,0.0,84.06
20:54:00,server_20,82.99,9.07,878.02,696.88,0.78
20:54:00,server_9,83.69,28.63,868.48,1225.27,52.41
20:54:00,server_1,48.54,59.71,449.75,372.28,52.5
20:54:00,server_2,21.62,82.7,177.34,122.83,86.38
20:54:00,server_3,95.23,81.73,898.81,633.28,33.37
20:54:00,server_4,24.05,22.88,363.14,499.01,50.88
20:54:00,server_10,43.92,43.19,196.45,176.13,8313.39
20:54:00,server_6,94.94,28.65,897.17,571.79,0.0
20:54:00,server_7,51.5,34.12,18294.44,15190.81,180.27
20:54:00,server_8,60.55,59.87,16382.57,15698.63,98.66
20:54:00,server_5,50.25,55.99,525.2,654.06,9.03
20:54:05,server_11,61.43,80.29,579.22,835.43,1.69
20:54:05,server_19,22.49,17.61,269.01,330.01,106.22
20:54:05,server_18,46.99,52.25,438.82,547.25,174.87
20:54:05,server_17,90.19,96.67,933.09,1175.09,36.65
20:54:05,server_16,86.24,87.33,874.15,967.12,32.35
20:54:05,server_15,63.62,57.94,3202.12,3769.86,1420.88
20:54:05,server_14,25.16,43.9,104.97,142.5,9190.37
20:54:05,server_13,32.25,25.19,32.97,36.22,8199.56
20:54:05,server_12,37.82,42.71,291.53,188.58,64.89
20:54:05,server_20,29.51,81.24,257.73,265.16,65.79
20:54:05,server_10,29.14,42.35,159.88,197.3,8793.53
20:54:05,server_8,29.97,97.39,235.05,288.93,76.69
20:54:05,server_7,81.55,26.59,865.76,593.75,80.12
20:54:05,server_6,44.92,34.13,185.22,269.23,3165.01
20:54:05,server_5,80.08,21.8,847.3,714.02,92.89
20:54:05,server_4,59.08,59.81,605.42,517.42,73.37
20:54:05,server_3,53.43,56.36,3500.64,4036.8,1366.32
20:54:05,server_2,27.64,39.91,169.78,126.24,9633.95
20:54:05,server_1,13.25,85.71,164.08,119.23,15.74
20:54:05,server_9,32.57,45.33,318.52,445.9,64.43
20:54:10,server_14,96.34,85.25,990.44,906.96,183.15
20:54:10,server_15,18.92,97.79,195.25,137.01,10.04
20:54:10,server_16,50.22,79.52,561.77,706.26,0.0
20:54:10,server_13,28.71,46.68,333.14,426.5,102.67
20:54:10,server_18,55.73,44.63,537.27,380.1,50.38
20:54:10,server_19,29.47,41.4,152.5,191.35,4246.97
20:54:10,server_20,49.18,54.94,3652.87,3484.16,1928.07
20:54:10,server_17,61.91,40.06,2812.17,3013.79,1650.52
20:54:10,server_12,84.75,12.6,931.33,656.27,57.29
20:54:10,server_11,96.44,27.65,920.67,644.45,129.35
20:54:10,server_1,24.16,27.44,27.39,32.17,5851.27
20:54:10,server_9,79.56,51.36,6347.06,6096.27,124.06
20:54:10,server_8,50.75,41.19,3937.82,4283.27,1866.3
20:54:10,server_7,41.01,30.5,432.82,585.93,54.59
20:54:10,server_6,45.96,64.94,381.83,299.36,169.84
20:54:10,server_5,57.76,72.92,525.88,759.83,153.96
20:54:10,server_4,88.36,12.4,828.19,655.75,0.0
20:54:10,server_3,54.76,55.39,12829.7,14928.78,6.27
20:54:10,server_2,35.47,35.04,360.62,374.62,24.04
20:54:10,server_10,43.81,67.49,2997.31,2674.25,903.17
20:54:15,server_13,71.05,45.94,14140.66,11705.22,13.62
20:54:15,server_14,17.41,86.62,210.15,233.29,67.84
20:54:15,server_15,43.45,56.35,404.49,444.01,55.57
20:54:15,server_20,36.37,36.33,320.29,390.12,0.0
20:54:15,server_18,22.54,29.82,345.84,445.77,0.0
20:54:15,server_19,88.47,0.0,967.04,1375.65,27.05
20:54:15,server_12,63.23,67.12,568.24,558.18,108.66
20:54:15,server_16,37.4,37.87,369.32,431.63,0.0
20:54:15,server_11,80.88,11.91,751.25,1018.77,38.14
20:54:15,server_17,96.45,81.46,1052.62,531.3,98.2
20:54:15,server_9,52.6,53.83,524.17,579.37,135.4
20:54:15,server_10,69.27,61.42,654.7,561.39,76.68
20:54:15,server_2,47.94,52.9,442.36,317.39,64.66
20:54:15,server_3,58.48,74.8,623.56,407.83,26.15
20:54:15,server_4,32.4,34.95,333.9,364.78,44.16
20:54:15,server_1,40.86,43.4,425.01,625.11,15.41
20:54:15,server_6,54.35,57.17,521.78,772.75,67.1
20:54:15,server_7,27.99,87.76,277.41,306.63,95.69
20:54:15,server_8,59.06,58.56,18693.23,15485.96,40.49
20:54:15,server_5,57.37,45.88,2407.59,2717.58,1107.81
20:54:20,server_20,42.34,27.26,476.87,555.55,0.74
20:54:20,server_12,43.13,50.93,348.02,363.18,67.07
20:54:20,server_19,29.66,40.75,250.83,198.14,58.09
20:54:20,server_18,31.36,35.26,196.77,107.82,8568.75
20:54:20,server_17,77.4,40.44,5569.46,5470.62,187.47
20:54:20,server_16,34.15,22.15,280.53,338.68,0.0
20:54:20,server_15,24.99,83.91,204.25,226.79,0.0
20:54:20,server_14,60.4,40.9,4055.67,4421.18,1945.85
20:54:20,server_13,99.44,20.74,1058.32,1064.27,46.14
20:54:20,server_11,53.12,42.24,18482.42,17994.6,21.85
20:54:20,server_7,38.38,35.43,291.34,419.02,0.0
20:54:20,server_9,68.88,79.62,724.99,956.18,62.19
20:54:20,server_8,27.18,38.9,59.34,77.57,5044.47
20:54:20,server_6,35.41,32.99,385.46,562.76,86.61
20:54:20,server_5,29.06,38.88,287.59,194.29,83.45
20:54:20,server_4,26.46,47.66,164.39,94.23,4648.4
20:54:20,server_3,34.28,39.19,289.43,415.55,11.99
20:54:20,server_2,20.71,98.72,197.15,215.02,45.23
20:54:20,server_1,42.19,56.59,1580.4,1304.92,807.03
20:54:20,server_10,43.02,65.63,4491.78,5193.24,781.94
20:54:25,server_15,5.22,88.0,24.58,35.77,0.0
20:54:25,server_13,40.34,33.23,336.64,292.24,64.73
20:54:25,server_14,65.65,66.15,606.19,881.41,146.18
20:54:25,server_16,43.21,42.91,450.64,382.53,18.86
20:54:25,server_12,8.81,88.96,42.22,38.28,34.2
20:54:25,server_18,67.46,44.87,3256.11,3114.08,754.67
20:54:25,server_19,44.67,45.59,4197.96,4799.93,757.32
20:54:25,server_20,96.47,5.86,933.62,584.17,31.1
20:54:25,server_17,57.32,53.84,5560.86,5109.54,29.07
20:54:25,server_11,75.69,39.93,9394.72,8769.05,173.7
20:54:25,server_1,55.01,66.71,3287.31,3036.14,1762.11
20:54:25,server_9,41.39,53.44,434.59,550.43,14.48
20:54:25,server_2,15.76,85.37,96.2,143.64,82.36
20:54:25,server_3,54.75,56.85,8625.28,9480.7,118.86
20:54:25,server_4,57.49,44.18,18795.21,18000.96,32.66
20:54:25,server_10,50.79,63.09,468.14,649.86,48.37
20:54:25,server_6,51.51,57.04,539.87,786.9,80.92
20:54:25,server_7,21.71,22.1,134.59,189.19,0.0
20:54:25,server_8,40.87,36.66,73.58,104.8,7561.43
20:54:25,server_5,42.97,48.88,457.18,493.87,100.13
20:54:30,server_13,86.51,98.78,868.11,779.3,137.76
20:54:30,server_20,22.28,82.3,204.95,127.59,113.99
20:54:30,server_19,5.75,87.14,44.45,53.89,15.06
20:54:30,server_18,92.57,12.02,907.19,732.37,0.0
20:54:30,server_17,45.57,68.25,4848.75,4719.99,685.9
20:54:30,server_16,62.71,80.83,581.17,384.6,88.6
20:54:30,server_15,36.04,35.28,88.17,128.07,4251.03
20:54:30,server_14,64.17,66.63,2255.77,2531.92,699.96
20:54:30,server_12,31.24,18.42,300.52,386.38,0.0
20:54:30,server_11,45.2,43.05,78.66,116.9,8778.79
20:54:30,server_1,46.83,46.35,484.07,412.62,16.45
20:54:30,server_9,33.75,34.21,190.5,120.03,8866.57
20:54:30,server_8,64.89,44.96,17305.85,16227.4,18.17
20:54:30,server_7,61.88,49.67,6194.29,6210.75,132.56
20:54:30,server_6,89.15,98.61,902.41,1191.76,117.5
20:54:30,server_5,31.69,21.51,286.1,170.37,0.0
20:54:30,server_4,54.47,46.07,461.1,232.71,220.67
20:54:30,server_3,67.52,44.2,5389.05,6236.91,13.65
20:54:30,server_2,64.79,68.19,725.8,950.85,48.03
20:54:30,server_10,1.85,81.7,0.0,0.0,11.68
20:54:35,server_13,34.66,38.15,18.24,23.17,3352.88
20:54:35,server_14,56.96,53.43,6110.79,5033.57,133.51
20:54:35,server_15,20.35,87.25,208.6,286.12,39.16
20:54:35,server_16,49.71,42.75,29.43,26.48,8142.57
20:54:35,server_12,28.05,38.73,261.35,300.89,54.75
20:54:35,server_18,59.75,54.31,1002.91,1167.38,1408.92
20:54:35,server_19,78.86,51.93,12972.63,15297.19,123.85
20:54:35,server_20,96.82,93.1,993.06,529.69,62.57
20:54:35,server_17,30.27,39.96,211.23,257.89,55.99
20:54:35,server_11,99.0,84.19,886.77,1309.06,61.24
20:54:35,server_1,62.18,69.19,2740.6,2951.33,774.79
20:54:35,server_9,34.01,40.46,72.48,89.12,4232.07
20:54:35,server_8,44.15,37.73,100.42,64.95,4369.7
20:54:35,server_7,87.04,14.01,899.95,847.42,29.17
20:54:35,server_6,29.47,33.01,357.2,522.08,107.12
20:54:35,server_5,51.9,72.0,425.44,567.98,84.97
20:54:35,server_4,19.73,96.98,182.37,198.48,65.54
20:54:35,server_3,82.93,28.89,844.07,880.84,47.78
20:54:35,server_2,87.86,19.44,848.64,1233.41,72.02
20:54:35,server_10,66.38,37.48,13164.07,14614.57,45.13
20:54:40,server_13,47.77,37.85,489.96,568.59,48.96
20:54:40,server_14,50.39,51.19,442.81,267.34,66.02
20:54:40,server_15,24.99,27.85,344.44,431.46,38.53
20:54:40,server_16,93.43,15.86,999.68,1036.82,114.25
20:54:40,server_20,48.31,52.17,433.37,332.8,5.13
20:54:40,server_18,20.73,45.79,11.75,11.22,7100.16
20:54:40,server_19,88.26,0.46,1002.12,1063.0,14.24
20:54:40,server_12,41.73,35.0,431.12,549.62,9.3
20:54:40,server_17,52.42,49.78,17260.95,15454.34,146.06
20:54:40,server_11,31.81,27.45,310.06,174.46,51.07
20:54:40,server_1,48.0,47.97,418.07,390.58,34.77
20:54:40,server_9,62.53,79.99,566.84,394.17,85.91
20:54:40,server_2,30.51,38.31,162.0,231.29,3995.37
20:54:40,server_3,44.35,45.5,1755.44,1491.51,1658.73
20:54:40,server_4,62.78,57.76,752.01,1002.56,89.78
20:54:40,server_10,99.28,89.18,974.65,845.4,0.0
20:54:40,server_6,7.74,96.01,85.02,84.51,47.43
20:54:40,server_7,70.89,33.9,18137.85,17121.86,77.33
20:54:40,server_8,45.08,54.43,348.98,180.54,124.42
20:54:40,server_5,51.66,50.85,465.18,453.04,14.39
20:54:45,server_12,23.1,36.76,145.7,196.21,9662.53
20:54:45,server_19,56.76,37.89,8658.36,8536.22,187.0
20:54:45,server_18,31.81,54.55,303.11,333.47,82.24
20:54:45,server_17,99.62,93.92,1058.74,1153.29,66.71
20:54:45,server_16,33.23,34.99,29.86,39.85,3909.61
20:54:45,server_15,22.36,15.81,273.19,245.78,16.34
20:54:45,server_14,98.21,5.72,969.87,1000.31,124.53
20:54:45,server_13,59.14,36.58,7475.1,7388.39,21.94
20:54:45,server_20,43.44,56.35,2402.43,2162.25,1201.45
20:54:45,server_11,96.83,85.26,974.73,966.18,113.85
20:54:45,server_9,82.21,2.4,849.97,872.23,36.87
20:54:45,server_8,41.4,41.72,430.67,283.15,95.82
20:54:45,server_7,59.85,67.24,2213.06,2176.8,1878.69
20:54:45,server_6,30.65,51.31,274.41,382.08,0.0
20:54:45,server_5,24.38,43.62,126.17,142.79,3527.15
20:54:45,server_4,13.47,96.03,94.43,138.79,95.17
20:54:45,server_3,20.74,24.04,266.4,291.62,86.88
20:54:45,server_2,69.6,68.87,4169.62,4694.78,926.26
20:54:45,server_1,44.69,41.14,1056.62,950.45,1205.38
20:54:45,server_10,19.33,80.48,182.61,142.64,60.31
20:54:50,server_13,52.62,60.07,576.06,547.19,91.9
20:54:50,server_14,82.68,25.58,850.56,715.94,136.52
20:54:50,server_15,28.07,89.28,277.5,294.11,0.0
20:54:50,server_16,39.33,48.7,371.38,487.71,66.37
20:54:50,server_12,44.32,49.73,48.9,64.87,4736.58
20:54:50,server_18,96.36,28.92,913.33,673.09,70.26
20:54:50,server_19,49.27,40.96,115.96,131.42,7771.49
20:54:50,server_20,88.55,94.03,912.71,913.25,108.63
20:54:50,server_17,39.75,61.43,490.81,408.05,0.0
20:54:50,server_11,66.24,52.42,625.25,420.82,82.22
20:54:50,server_5,48.38,59.9,3071.11,2844.24,773.62
20:54:50,server_9,96.27,81.11,948.08,535.97,50.42
20:54:50,server_1,67.03,87.55,698.22,468.77,128.19
20:54:50,server_2,45.66,46.78,490.91,721.1,17.47
